sum
3.739532
9.050543
16.343603
28.188915
41.356968
53.432859
62.715376
70.321357
74.445256
76.308517
77.15765
77.079617
75.837381
74.094275
72.55353
71.387028
70.285688
69.12094
67.698627
66.167598
64.481539
62.739429
60.499823
57.709717
54.335495
50.563224
46.724183
42.821263
39.310571
36.053996
33.177978
30.461341
28.093567
25.598456
23.046688
20.047301
16.826389
13.496596
10.147404
7.109853
4.651946
2.698429
1.318275
0.545407
0.150924
-0.13439
-0.139676
-0.084946
0.042849
-0.028805
0.087242
0.122953
0.164901
0.096071
0.234118
0.289799
0.225488
0.192129
0.022098
-0.023131
-0.028355
-0.167655
-0.184803
-0.070753
-0.021657
-0.118651
0.006793
0.046199
0.076843
0.005408
0.018449
0.031501
1.30442
4.957469
10.929005
19.580618
30.235117
40.783511
49.92235
57.898814
63.861153
67.882159
70.56806
72.336805
72.7721
72.455859
71.927822
71.591171
71.018972
70.270039
69.294143
67.938385
65.689107
62.911366
59.592407
55.731492
51.449317
47.09434
42.773211
38.661686
34.868527
31.488341
28.489791
25.683984
22.853434
19.788931
16.349823
12.98255
9.553592
6.409031
3.965002
2.304137
1.119891
0.500294
0.177335
0.14435
0.054412
0.026057
-0.121378
-0.069795
-0.106531
-0.127602
-0.085647
0.116701
0.083243
0.034548
0.103171
-0.018331
-0.151697
-0.069453
-0.118599
-0.075303
-0.013002
0.008631
-0.022003
0.028768
0.191346
0.227372
0.2652
0.319661
0.232946
-0.014805
0.057807
0.07644
0.59448
2.675882
7.172622
14.199446
23.549654
34.026517
43.222474
50.505528
56.340375
60.885748
64.203968
67.283107
69.580779
70.415165
70.367832
69.937225
69.581199
69.215152
68.938974
68.36232
67.096552
65.352917
63.088657
60.173458
56.761827
53.423717
50.179361
47.19312
44.774795
42.931684
41.303972
39.662178
37.706182
34.95704
31.428091
27.164047
22.395334
17.688321
13.442836
9.746574
6.829482
4.667388
3.004335
1.87906
1.048514
0.60545
0.249106
0.050323
-0.121077
-0.202098
-0.361482
-0.351325
-0.289436
-0.178036
-0.231011
-0.266018
-0.265885
-0.221137
-0.198008
-0.044374
0.079606
0.08374
0.101613
-0.017575
-0.101757
-0.21986
-0.23108
-0.219689
-0.158351
0.158516
1.383538
4.665682
11.117512
20.317157
32.263498
44.512219
55.236083
63.442867
69.610159
72.686554
73.944703
74.002784
72.900987
71.052904
69.190765
67.898925
67.117333
66.61677
66.054882
65.330409
64.472023
63.278532
61.400528
58.954102
55.869452
52.019991
47.838679
43.656598
39.407276
35.437857
31.698848
28.199982
25.082825
22.164741
19.346709
16.587901
13.721077
10.77727
7.923747
5.239803
3.176612
1.542378
0.687501
0.258156
0.156647
0.138146
0.162913
0.043196
0.032953
0.052211
-0.019401
-0.064118
-0.106562
-0.154038
-0.176416
-0.165817
-0.027601
0.028366
-0.04799
-0.059476
0.013371
-0.019572
0.069025
0.20706
0.295156
0.270821
0.24824
0.161078
0.128018
0.014357
0.035637
0.065435
0.225698
1.891423
5.852372
12.834789
22.095677
33.275918
42.853141
50.98174
57.272114
62.563183
66.501539
70.871515
74.469579
76.883897
78.271556
79.059372
79.371797
79.164553
78.511621
77.18296
74.787166
71.5749
67.870161
63.385166
58.403982
53.511601
48.823573
44.532525
40.899951
37.776072
34.930305
32.081592
29.095878
25.695053
21.898676
17.851144
13.735201
9.901267
6.718969
4.235824
2.461417
1.387994
0.735211
0.24931
0.012173
-0.051909
0.016766
-0.062459
0.123561
0.097791
0.166276
0.168371
0.164168
0.033833
0.065436
-0.012444
-0.024971
-0.025336
-0.078252
-0.06315
-0.041056
-0.153133
-0.05222
0.049612
0.11991
0.076171
-0.041846
0.058619
0.048617
-0.142449
-0.076164
0.105176
1.027713
4.490935
11.74525
22.074024
35.505137
49.015299
60.86026
69.641817
75.606533
78.343961
79.253996
78.62291
76.796283
74.409818
72.25089
70.550647
69.313898
68.602694
67.57891
66.048952
64.511644
62.577709
59.732348
56.569922
52.91998
48.642422
44.322353
40.212585
36.269039
32.56055
29.234181
26.220622
23.588362
20.862396
18.070313
15.27855
12.367687
9.383555
6.686323
4.247585
2.504263
1.258102
0.389977
-0.010253
0.173105
0.073449
0.031886
0.081111
0.14047
0.097308
0.026975
0.103281
0.075325
0.012892
0.041602
0.094923
0.069309
0.122076
0.158516
0.075889
0.133487
0.038924
-0.008458
-0.138438
-0.005091
0.052337
0.085957
0.233499
0.298529
0.172609
0.146852
0.480417
1.83866
5.659582
12.211987
22.007237
34.614791
47.258742
58.315336
67.792884
75.222377
80.228079
83.993732
86.67032
87.955079
87.926349
87.471271
86.866981
86.192921
85.28722
84.204051
82.336125
80.131123
77.441943
74.152329
69.830774
65.029643
59.761598
54.41294
49.525027
45.128227
41.239791
37.74173
34.470216
31.206901
27.778376
24.068447
20.059801
16.06349
12.04674
8.500059
5.39877
3.241548
1.636466
0.600128
0.1747
0.136008
0.064415
0.17328
0.281103
0.259918
0.168705
0.124057
0.097107
0.161594
0.205689
0.187218
0.134108
0.132892
0.091072
-0.011962
0.111711
0.186105
0.095305
0.108821
0.015388
0.016299
0.068922
0.190225
0.06288
0.184429
0.115343
0.174578
0.772453
3.647083
8.85635
16.209711
26.083372
36.712994
46.182288
54.522631
62.019127
67.023981
70.49509
72.718124
73.561226
73.015414
72.240624
71.626012
71.153818
70.437161
69.468258
68.087313
66.210407
63.722439
60.622702
56.994553
52.747697
48.021129
43.39607
38.907377
34.559251
30.545866
26.975913
23.541641
20.450995
17.484861
14.37395
11.363241
8.392132
5.517527
3.155088
1.620114
0.748246
0.186583
0.001953
0.012623
0.055073
-0.039952
0.05789
0.10142
-0.00792
-0.039107
-0.047402
0.015413
-0.102619
0.002805
0.114274
0.110907
-0.058573
0.118615
0.083991
0.038775
0.014006
0.09586
-0.027045
0.037417
0.103477
0.07664
0.003486
0.172949
0.114412
0.032388
0.089109
0.818537
3.189789
8.225041
15.540487
26.422506
38.476867
49.237377
58.217185
66.366048
71.762334
75.329643
77.776457
78.840643
78.108973
76.415648
74.372584
72.406861
70.71721
68.9824
67.196044
65.563046
64.140684
62.510905
60.546865
57.915703
54.588913
50.574166
46.195937
41.896212
37.889988
34.059424
30.807707
27.980467
25.270803
22.61421
20.054145
17.122805
14.06071
11.037835
8.128503
5.507554
3.483829
1.965003
0.901697
0.220894
-0.012148
-0.103286
-0.089465
-0.031976
-0.020018
-0.160964
-0.113322
-0.144454
-0.172612
-0.067906
0.122652
0.054828
0.105605
0.036827
3.1e-05
-0.072643
0.049503
0.030281
0.114467
0.127948
0.123536
-0.006538
-0.015303
-0.056417
-0.118498
1.157006
4.350099
9.851256
17.633274
27.998369
38.24815
47.598513
55.562017
62.178582
66.414788
69.01575
70.346036
70.566451
69.742978
68.481151
67.482203
66.701036
65.920168
65.188363
64.448889
63.783388
62.891698
61.529477
59.418015
56.730943
53.034918
48.851189
44.25497
39.814854
35.59786
31.625407
27.91151
24.708904
21.692895
18.677083
15.953138
13.190477
10.171567
7.218762
4.59724
2.615283
1.038887
0.272276
-0.075662
-0.028392
-0.145871
0.038151
0.028448
0.106758
0.005503
0.150772
-0.006173
-0.031011
-0.053972
-0.006077
-0.152515
-0.159539
-0.062074
0.055501
0.016167
0.040693
0.172797
0.293098
0.227331
0.364679
0.326307
0.303875
0.256792
0.233856
0.133183
0.125422
0.240685
1.457208
4.713941
10.306375
18.665361
29.955637
41.753588
52.317237
61.658134
69.236251
74.471114
78.068404
80.474121
81.435428
81.316289
80.353911
79.190677
78.185192
76.99531
75.666779
74.090325
72.299277
70.170695
67.725482
64.764828
60.973553
56.745706
52.06024
47.458258
42.923687
38.874059
34.974725
31.74611
28.627561
25.573859
22.566339
19.412858
16.017334
12.450241
9.157084
6.115473
3.632061
1.835315
0.936099
0.356648
0.02382
-0.054757
0.023207
-0.039168
-0.141402
-0.090966
0.072813
-0.026158
-0.085712
-0.036799
0.055566
0.044098
0.051198
0.15436
0.104408
0.005571
-0.067127
-0.035341
-0.125648
-0.033974
-0.108894
-0.102022
-0.102927
-0.182536
-0.17811
-0.056838
0.480183
2.429632
6.510448
12.590028
20.769572
30.35692
39.332516
47.125751
53.799555
59.060832
62.389076
64.735565
66.05734
66.454655
66.261634
66.214694
66.254682
66.592861
66.738507
66.498072
65.891676
64.772602
62.802265
60.07681
56.664182
52.668237
48.394973
44.02801
39.905024
36.239545
32.634916
29.408298
26.481077
23.504904
20.346428
17.165122
13.620915
10.135972
6.772415
3.940486
1.949118
0.690022
-0.015365
-0.169707
-0.211988
-0.375959
-0.239367
-0.175482
-0.166717
-0.062833
0.118292
0.123384
0.071615
0.096631
0.060381
0.13384
0.120791
0.203801
0.152958
0.19821
0.085442
0.023628
-0.069901
0.040861
0.109376
0.169625
0.207953
0.28455
0.150305
0.03274
0.11607
1.202056
4.195241
10.819334
20.70155
34.134175
47.91501
59.80067
68.503543
74.867113
77.890863
79.260089
79.761329
79.538099
78.331568
77.079837
76.253741
76.301847
76.630047
76.839166
76.75021
76.346086
75.373964
73.769617
71.268783
67.779546
63.635491
59.187072
54.680299
50.53074
46.741402
43.262042
40.224144
37.448154
34.504829
31.398585
27.847318
23.790807
19.367493
15.109204
11.000077
7.471176
4.703534
2.751153
1.456189
0.624135
0.221423
0.031357
-0.091245
-0.16805
-0.153322
-0.09508
-0.097449
-0.073515
-0.198685
0.041926
-0.023148
0.009728
-0.013243
0.217059
0.10126
0.192998
0.203957
0.301077
0.202669
0.159692
0.110352
0.084648
-0.006972
-0.068713
0.109979
1.785662
5.61995
11.269679
19.162506
29.00495
38.343802
46.350159
53.448967
58.958704
62.306536
64.278233
65.210771
65.065301
64.251831
63.480872
63.075577
62.82447
62.696088
62.801806
62.835449
62.643245
62.193925
61.174448
59.200459
56.351898
52.856325
48.835823
44.780775
40.860076
37.105479
33.803745
30.529333
27.432824
24.55744
21.671376
18.434629
15.24661
12.016189
8.693005
5.68558
3.436455
1.77978
0.8333
0.346971
0.231173
0.044869
0.117794
-0.014249
-0.085147
-0.071263
0.143403
0.247759
0.289429
0.179249
0.232976
0.098848
-0.026027
-0.038002
0.05948
-0.039993
-0.035168
-0.030919
-0.081778
-0.16651
-0.07087
-0.053971
-0.053358
0.047555
0.141895
0.067945
0.101405
0.052908
1.110036
4.299422
10.102637
18.706022
30.561841
42.499121
52.796514
61.430901
68.093585
72.297691
75.009398
77.105264
77.682088
77.381036
76.465726
75.900674
75.469893
75.404458
75.396885
75.305871
74.811288
73.898465
72.457642
70.191203
67.062581
63.279756
59.067973
54.935498
51.196805
47.740296
45.010163
42.779213
40.622524
38.101135
35.246611
31.58202
27.265394
22.673017
17.985793
13.625761
9.823166
6.910495
4.498555
2.858765
1.614744
1.043464
0.432114
0.306929
0.145985
0.156849
0.082968
0.140476
0.089812
0.135689
0.213926
0.163083
0.210766
0.246436
0.210022
0.150858
0.015641
-0.02076
-0.163871
-0.161635
-0.057483
0.017922
0.044089
0.067027
0.350192
1.631117
5.066811
10.620207
18.755967
28.542143
38.234759
46.406697
53.149791
57.773939
60.608633
62.009587
62.39232
62.04216
61.110865
59.982473
59.227189
59.20945
59.004104
59.169086
59.464689
59.627644
59.301801
58.546778
56.864315
54.330973
51.294919
47.725468
44.308378
40.81734
37.509453
34.460343
31.702453
29.131923
26.664913
24.242215
21.433481
18.50228
15.115033
11.914627
8.79874
6.125555
3.862505
