"";"x"
"1";1766,46
"2";1766,917
"3";1767,24
"4";1767,915
"5";1768,204
"6";1768,563
"7";1768,949
"8";1769,369
"9";1769,671
"10";1770,118
"11";1770,463
"12";1770,72
"13";1771,092
"14";1771,525
"15";1771,986
"16";1772,243
"17";1772,765
"18";1773,255
"19";1773,684
"20";1774,229
"21";1774,649
"22";1774,896
"23";1775,311
"24";1775,641
"25";1776,088
"26";1776,289
"27";1776,75
"28";1777,239
"29";1777,481
"30";1777,9
"31";1778,259
"32";1778,618
"33";1779,122
"34";1779,54
"35";1779,871
"36";1780,346
"37";1780,807
"38";1781,152
"39";1781,483
"40";1781,815
"41";1782,304
"42";1782,607
"43";1782,938
"44";1783,27
"45";1783,588
"46";1784,091
"47";1784,38
"48";1784,738
"49";1785,097
"50";1785,643
"51";1786,05
"52";1786,311
"53";1786,609
"54";1787,099
"55";1787,504
"56";1788,092
"57";1788,423
"58";1788,731
"59";1789,235
"60";1789,478
"61";1790,069
"62";1790,414
"63";1790,759
"64";1791,304
"65";1791,71
"66";1792,326
"67";1792,731
"68";1793,103
"69";1793,695
"70";1794,098
"71";1794,429
"72";1794,774
"73";1795,337
"74";1795,612
"75";1796,072
"76";1796,561
"77";1797,037
"78";1797,456
"79";1798,132
"80";1798,635
"81";1799,139
"82";1799,427
"83";1799,903
"84";1800,593
"85";1800,868
"86";1801,413
"87";1801,861
"88";1802,351
"89";1802,854
"90";1803,344
"91";1803,82
"92";1804,31
"93";1804,814
"94";1805,518
"95";1805,82
"96";1806,408
"97";1806,8
"98";1807,332
"99";1807,821
"100";1808,31
"101";1808,786
"102";1809,29
"103";1809,793
"104";1810,472
"105";1810,803
"106";1811,497
"107";1811,754
"108";1812,271
"109";1812,748
"110";1813,438
"111";1813,741
"112";1814,277
"113";1814,72
"114";1815,225
"115";1815,92
"116";1816,232
"117";1816,913
"118";1817,226
"119";1817,709
"120";1818,24
"121";1818,684
"122";1819,392
"123";1819,71
"124";1820,227
"125";1820,717
"126";1821,291
"127";1821,738
"128";1822,255
"129";1822,745
"130";1823,249
"131";1823,939
"132";1824,461
"133";1824,952
"134";1825,27
"135";1825,759
"136";1826,291
"137";1826,766
"138";1827,34
"139";1827,802
"140";1828,507
"141";1828,81
"142";1829,36
"143";1829,817
"144";1830,438
"145";1830,829
"146";1831,534
"147";1831,809
"148";1832,328
"149";1833,019
"150";1833,35
"151";1833,84
"152";1834,405
"153";1834,834
"154";1835,468
"155";1835,855
"156";1836,435
"157";1836,897
"158";1837,531
"159";1837,932
"160";1838,464
"161";1838,94
"162";1839,633
"163";1839,969
"164";1840,472
"165";1840,962
"166";1841,479
"167";1841,969
"168";1842,487
"169";1842,976
"170";1843,48
"171";1843,969
"172";1844,544
"173";1844,991
"174";1845,523
"175";1846,013
"176";1846,664
"177";1847,056
"178";1847,69
"179";1848,063
"180";1848,637
"181";1849,174
"182";1849,575
"183";1850,065
"184";1850,582
"185";1851,073
"186";1851,665
"187";1852,08
"188";1852,602
"189";1853,073
"190";1853,681
"191";1854,087
"192";1854,55
"193";1855,096
"194";1855,497
"195";1855,861
"196";1856,22
"197";1856,794
"198";1857,174
"199";1857,473
"200";1857,804
"201";1858,121
"202";1858,797
"203";1859,128
"204";1859,477
"205";1860,153
"206";1861,055
"207";1862,183
"208";1862,542
"209";1862,887
"210";1863,232
"211";1863,591
"212";1863,921
"213";1864,285
"214";1864,602
"215";1864,975
"216";1865,305
"217";1865,651
"218";1865,967
"219";1866,34
"220";1866,671
"221";1867,044
"222";1867,375
"223";1867,721
"224";1868,07
"225";1868,429
"226";1868,76
"227";1869,092
"228";1869,771
"229";1870,102
"230";1870,432
"231";1870,777
"232";1871,141
"233";1871,425
"234";1871,83
"235";1872,148
"236";1872,507
"237";1872,838
"238";1873,095
"239";1873,486
"240";1873,874
"241";1874,204
"242";1874,549
"243";1874,909
"244";1875,258
"245";1875,589
"246";1875,949
"247";1876,28
"248";1876,537
"249";1876,97
"250";1877,315
"251";1877,661
"252";1878,011
"253";1878,356
"254";1878,729
"255";1879,032
"256";1879,433
"257";1879,751
"258";1880,097
"259";1880,428
"260";1880,787
"261";1881,118
"262";1881,496
"263";1881,827
"264";1882,158
"265";1882,517
"266";1882,778
