"";"x"
"1";2417,9275
"2";2420,02125
"3";2420,70106
"4";2421,27906
"5";2421,81825
"6";2422,38844
"7";2422,92763
"8";2423,49
"9";2424,00575
"10";2424,58375
"11";2424,94325
"12";2425,66969
"13";2426,19325
"14";2426,76344
"15";2427,29481
"16";2427,84156
"17";2428,36513
"18";2428,91188
"19";2429,42763
"20";2429,93531
"21";2430,52138
"22";2431,09156
"23";2431,61513
"24";2432,16969
"25";2432,69325
"26";2433,24781
"27";2433,77919
"28";2434,32594
"29";2434,8495
"30";2435,39625
"31";2435,92763
"32";2436,47438
"33";2437,00575
"34";2437,5525
"35";2438,07606
"36";2438,63063
"37";2439,162
"38";2439,69313
"39";2440,25575
"40";2440,81031
"41";2441,33388
"42";2441,81813
"43";2442,412
"44";2442,95875
"45";2443,48231
"46";2444,03688
"47";2444,56825
"48";2445,02125
"49";2445,63075
"50";2446,18531
"51";2446,71669
"52";2447,26344
"53";2447,79481
"54";2448,34156
"55";2448,87294
"56";2449,41969
"57";2449,95888
"58";2450,51344
"59";2451,05263
"60";2451,53688
"61";2452,12294
"62";2452,6775
"63";2453,20106
"64";2453,76344
"65";2454,29481
"66";2454,84938
"67";2455,38856
"68";2455,93531
"69";2456,45106
"70";2457,01344
"71";2457,52919
"72";2458,02906
"73";2458,63075
"74";2459,18531
"75";2459,7245
"76";2460,21656
"77";2460,79481
"78";2461,34938
"79";2461,88856
"80";2462,43531
"81";2462,95888
"82";2463,52125
"83";2464,05263
"84";2464,62281
"85";2465,162
"86";2465,71656
"87";2466,25575
"88";2466,81813
"89";2467,3495
"90";2467,91188
"91";2468,43544
"92";2468,99781
"93";2469,51356
"94";2470,08375
"95";2470,60731
"96";2471,16969
"97";2471,69325
"98";2472,25563
"99";2472,787
"100";2473,28688
"101";2473,87294
"102";2474,44313
"103";2474,96669
"104";2475,52906
"105";2476,05263
"106";2476,615
"107";2477,15419
"108";2477,72438
"109";2478,25575
"110";2478,81813
"111";2479,3495
"112";2479,90406
"113";2480,41981
"114";2480,91969
"115";2481,37294
"116";2481,84156
"117";2482,24794
"118";2482,57594
"119";2483,05263
"120";2483,38063
"121";2483,77138
"122";2484,16969
"123";2484,56044
