"";"x"
"1";1319,99663
"2";1320,59081
"3";1321,14506
"4";1321,62988
"5";1322,1685
"6";1322,55175
"7";1323,24663
"8";1323,59863
"9";1324,33256
"10";1324,66894
"11";1325,34038
"12";1325,91894
"13";1326,43413
"14";1327,0205
"15";1327,55131
"16";1328,06738
"17";1328,63725
"18";1328,98144
"19";1329,70756
"20";1330,083
"21";1330,77788
"22";1331,12988
"23";1331,84038
"24";1332,3955
"25";1332,9185
"26";1333,44238
"27";1333,94194
"28";1334,53613
"29";1335,05913
"30";1335,59081
"31";1336,14506
"32";1336,67675
"33";1337,1685
"34";1337,53613
"35";1338,23881
"36";1338,82519
"37";1339,34038
"38";1339,708
"39";1340,38725
"40";1340,88769
"41";1341,48881
"42";1341,82519
"43";1342,55913
"44";1343,10644
"45";1343,62944
"46";1344,16894
"47";1344,69194
"48";1345,23925
"49";1345,71538
"50";1346,22363
"51";1346,84038
"52";1347,3955
"53";1347,88725
"54";1348,47363
"55";1348,99663
"56";1349,55175
"57";1350,07475
"58";1350,42675
"59";1351,09038
"60";1351,67675
"61";1352,20756
"62";1352,76269
"63";1353,28569
"64";1353,6455
"65";1354,36381
"66";1354,70019
"67";1355,43413
"68";1355,98925
"69";1356,46538
"70";1356,88769
"71";1357,58256
"72";1358,12206
"73";1358,66069
"74";1359,21581
"75";1359,70756
"76";1360,28613
"77";1360,73881
"78";1361,333
"79";1361,856
"80";1362,208
"81";1362,92631
"82";1363,458
"83";1363,98881
"84";1364,50488
"85";1365,0435
"86";1365,583
"87";1366,09819
"88";1366,62988
"89";1367,09038
"90";1367,66113
"91";1368,14506
"92";1368,73144
"93";1369,24663
"94";1369,79394
"95";1370,30913
"96";1370,82519
"97";1371,37944
"98";1371,91113
"99";1372,44975
"100";1372,98144
"101";1373,51225
"102";1374,03613
"103";1374,51225
"104";1375,09863
"105";1375,606
"106";1376,12988
"107";1376,69975
"108";1377,05175
"109";1377,731
"110";1378,30956
"111";1378,84038
"112";1379,37206
"113";1379,84819
"114";1380,2705
"115";1380,66069
"116";1381,03613
"117";1381,37944
"118";1381,77831
"119";1382,1685
"120";1382,51269
"121";1382,86381
"122";1383,208
"123";1383,59819
"124";1383,99706
"125";1384,32475
"126";1384,69238
"127";1385,05913
"128";1385,40331
"129";1385,75444
"130";1386,09081
"131";1386,47319
"132";1386,80175
"133";1387,19975
"134";1387,52831
"135";1387,9185
"136";1388,23925
"137";1388,62944
"138";1388,95019
"139";1389,37163
"140";1389,68456
"141";1390,09038
"142";1390,41894
"143";1390,78569
"144";1391,09863
"145";1391,49663
"146";1391,87988
"147";1392,19194
"148";1392,57519
"149";1392,93413
"150";1393,25488
"151";1393,65288
"152";1393,98144
"153";1394,37944
"154";1394,72363
"155";1395,106
"156";1395,43456
"157";1395,83256
"158";1396,18456
"159";1396,5435
"160";1396,91894
"161";1397,25444
"162";1397,60644
"163";1397,95756
"164";1398,29394
"165";1398,67631
"166";1399,0205
"167";1399,41069
"168";1399,74706
"169";1400,106
"170";1400,48144
"171";1400,82475
"172";1401,16113
"173";1401,53569
"174";1401,87988
"175";1402,26225
"176";1402,61425
"177";1402,99663
"178";1403,333
"179";1403,71538
"180";1404,083
"181";1404,44194
"182";1404,77831
"183";1405,15288
"184";1405,50488
"185";1405,87163
"186";1406,24706
"187";1406,59038
"188";1406,97363
"189";1407,31694
"190";1407,65331
"191";1408,03569
"192";1408,37206
"193";1408,77788
"194";1409,10644
"195";1409,49663
"196";1409,82519
"197";1410,22319
"198";1410,55956
"199";1410,95756
"200";1411,28613
"201";1411,6685
"202";1411,99706
"203";1412,39506
"204";1412,73144
"205";1413,12944
"206";1413,47363
"207";1413,84819
"208";1414,19238
"209";1414,56694
"210";1414,90331
"211";1415,28569
"212";1415,63769
"213";1416,02788
"214";1416,42675
"215";1416,73881
"216";1417,15331
"217";1417,49663
"218";1417,82519
"219";1418,22319
"220";1418,55175
"221";1418,981
"222";1419,333
"223";1419,6685
"224";1420,01269
"225";1420,41069
"226";1420,79394
"227";1421,17631
"228";1421,46581
"229";1421,856
"230";1422,26269
"231";1422,62163
"232";1422,91894
"233";1423,30131
"234";1423,63769
"235";1424,05131
"236";1424,37206
"237";1424,77006
"238";1425,09863
"239";1425,49663
"240";1425,833
"241";1426,20756
"242";1426,55175
"243";1426,92631
"244";1427,30956
"245";1427,62944
"246";1427,98144
"247";1428,37163
"248";1428,76269
"249";1429,07475
"250";1429,42675
"251";1429,80913
"252";1430,208
"253";1430,5435
"254";1430,91113
"255";1431,27006
"256";1431,59863
"257";1431,981
"258";1432,3955
"259";1432,731
"260";1433,04394
"261";1433,44975
"262";1433,84081
"263";1434,18413
"264";1434,56738
"265";1434,91069
"266";1435,23925
"267";1435,606
"268";1435,958
"269";1436,33256
"270";1436,73925
"271";1437,08256
"272";1437,40331
"273";1437,78569
"274";1438,12988
"275";1438,52006
"276";1438,84863
"277";1439,25444
"278";1439,62206
"279";1439,97319
"280";1440,30175
"281";1440,73881
"282";1441,0205
"283";1441,39506
"284";1441,74706
"285";1442,1685
"286";1442,46581
"287";1442,86381
"288";1443,19238
"289";1443,57475
"290";1443,91113
"291";1444,30131
"292";1444,6455
"293";1445,02006
"294";1445,35644
"295";1445,74663
"296";1446,09081
"297";1446,46538
"298";1446,78613
"299";1447,19194
"300";1447,51269
"301";1447,90288
"302";1448,25488
"303";1448,62163
"304";1448,98925
"305";1449,32475
"306";1449,66894
"307";1450,05913
"308";1450,3955
"309";1450,77788
"310";1451,09863
"311";1451,481
"312";1451,84081
"313";1452,21538
"314";1452,59863
"315";1452,92631
"316";1453,27831
"317";1453,65288
"318";1453,97363
"319";1454,356
"320";1454,71581
"321";1455,09038
"322";1455,41894
"323";1455,77788
"324";1456,11425
"325";1456,48881
"326";1456,88769
"327";1457,22319
"328";1457,59863
"329";1457,92631
"330";1458,26269
"331";1458,66069
"332";1459,01269
"333";1459,38725
"334";1459,73144
"335";1460,106
"336";1460,458
"337";1460,84038
"338";1461,17675
"339";1461,55131
"340";1461,93456
"341";1462,25444
"342";1462,59863
"343";1462,98881
"344";1463,34863
"345";1463,69194
"346";1464,04394
"347";1464,41069
"348";1464,72363
"349";1465,12944
"350";1465,46581
"351";1465,83256
"352";1466,23925
"353";1466,56694
"354";1466,96581
"355";1467,30131
"356";1467,68456
"357";1468,02006
"358";1468,34081
"359";1468,77006
"360";1469,07519
"361";1469,44975
"362";1469,85644
"363";1470,19194
"364";1470,5205
"365";1470,94975
"366";1471,24706
"367";1471,64506
"368";1472,02831
"369";1472,36381
"370";1472,69238
"371";1473,07475
"372";1473,40331
"373";1473,78569
"374";1474,12206
"375";1474,52788
"376";1474,90331
