"";"Time";"exp";"insp";"idx"
"1";1634,681;0;1;7
"2";1635,781;1;0;29
"3";1636,981;0;1;53
"4";1639,681;1;0;107
"5";1642,231;0;1;158
"6";1643,181;1;0;177
"7";1644,531;0;1;204
"8";1646,581;1;0;245
"9";1648,581;0;1;285
"10";1649,981;1;0;313
"11";1652,931;0;1;372
"12";1654,031;1;0;394
"13";1655,781;0;1;429
"14";1656,781;1;0;449
"15";1658,181;0;1;477
"16";1659,681;1;0;507
"17";1659,781;0;1;509
"18";1660,081;1;0;515
"19";1660,781;0;1;529
"20";1662,831;1;0;570
"21";1665,281;0;1;619
"22";1665,581;1;0;625
"23";1665,731;0;1;628
"24";1666,031;1;0;634
"25";1666,381;0;1;641
"26";1666,731;1;0;648
"27";1667,881;0;1;671
"28";1668,381;1;0;681
"29";1668,881;0;1;691
"30";1669,581;1;0;705
"31";1670,531;0;1;724
"32";1672,031;1;0;754
"33";1673,981;0;1;793
"34";1675,331;1;0;820
"35";1677,931;0;1;872
"36";1680,931;1;0;932
"37";1684,281;0;1;999
"38";1685,481;1;0;1023
"39";1686,881;0;1;1051
"40";1689,931;1;0;1112
"41";1693,231;0;1;1178
"42";1693,981;1;0;1193
"43";1694,981;0;1;1213
"44";1695,931;1;0;1232
"45";1697,431;0;1;1262
"46";1698,831;1;0;1290
"47";1701,131;0;1;1336
"48";1702,831;1;0;1370
"49";1704,831;0;1;1410
"50";1707,731;1;0;1468
"51";1711,381;0;1;1541
"52";1713,031;1;0;1574
"53";1713,481;0;1;1583
"54";1713,881;1;0;1591
"55";1714,531;0;1;1604
"56";1716,381;1;0;1641
"57";1718,181;0;1;1677
"58";1720,331;1;0;1720
"59";1722,981;0;1;1773
"60";1724,131;1;0;1796
"61";1725,481;0;1;1823
"62";1726,631;1;0;1846
"63";1727,881;0;1;1871
"64";1728,081;1;0;1875
"65";1729,331;0;1;1900
"66";1730,481;1;0;1923
"67";1730,881;0;1;1931
"68";1731,531;1;0;1944
"69";1732,331;0;1;1960
"70";1733,431;1;0;1982
"71";1734,331;0;1;2000
"72";1734,881;1;0;2011
"73";1735,681;0;1;2027
"74";1736,731;1;0;2048
"75";1738,031;0;1;2074
"76";1738,981;1;0;2093
"77";1740,181;0;1;2117
"78";1741,081;1;0;2135
"79";1742,281;0;1;2159
"80";1742,931;1;0;2172
"81";1743,681;0;1;2187
"82";1744,981;1;0;2213
"83";1746,431;0;1;2242
"84";1747,781;1;0;2269
"85";1749,031;0;1;2294
"86";1750,131;1;0;2316
"87";1751,331;0;1;2340
"88";1752,281;1;0;2359
"89";1753,931;0;1;2392
"90";1755,131;1;0;2416
"91";1756,431;0;1;2442
"92";1757,831;1;0;2470
"93";1759,281;0;1;2499
"94";1760,781;1;0;2529
"95";1762,081;0;1;2555
"96";1763,281;1;0;2579
"97";1764,481;0;1;2603
"98";1765,681;1;0;2627
"99";1766,981;0;1;2653
"100";1768,681;1;0;2687
"101";1770,131;0;1;2716
"102";1771,781;1;0;2749
"103";1773,281;0;1;2779
"104";1775,081;1;0;2815
"105";1776,581;0;1;2845
"106";1778,231;1;0;2878
"107";1779,481;0;1;2903
"108";1781,131;1;0;2936
"109";1782,431;0;1;2962
"110";1784,131;1;0;2996
"111";1785,431;0;1;3022
"112";1786,431;1;0;3042
"113";1788,081;0;1;3075
"114";1789,331;1;0;3100
"115";1790,531;0;1;3124
"116";1791,781;1;0;3149
"117";1792,931;0;1;3172
"118";1794,181;1;0;3197
"119";1795,181;0;1;3217
"120";1796,381;1;0;3241
"121";1797,831;0;1;3270
"122";1798,881;1;0;3291
"123";1799,831;0;1;3310
"124";1800,881;1;0;3331
"125";1801,731;0;1;3348
"126";1802,481;1;0;3363
"127";1803,331;0;1;3380
"128";1803,781;1;0;3389
"129";1804,131;0;1;3396
"130";1804,731;1;0;3408
"131";1805,531;0;1;3424
"132";1806,331;1;0;3440
"133";1807,081;0;1;3455
"134";1807,781;1;0;3469
"135";1808,581;0;1;3485
"136";1809,431;1;0;3502
"137";1810,231;0;1;3518
"138";1811,081;1;0;3535
"139";1811,781;0;1;3549
"140";1812,281;1;0;3559
"141";1812,881;0;1;3571
"142";1813,831;1;0;3590
"143";1814,631;0;1;3606
"144";1815,431;1;0;3622
"145";1816,131;0;1;3636
"146";1816,931;1;0;3652
"147";1817,681;0;1;3667
"148";1818,431;1;0;3682
"149";1819,131;0;1;3696
"150";1820,031;1;0;3714
"151";1820,731;0;1;3728
"152";1821,131;1;0;3736
"153";1821,381;0;1;3741
"154";1822,231;1;0;3758
"155";1822,981;0;1;3773
"156";1824,481;1;0;3803
"157";1825,431;0;1;3822
"158";1826,231;1;0;3838
"159";1826,881;0;1;3851
"160";1827,781;1;0;3869
"161";1828,531;0;1;3884
"162";1829,431;1;0;3902
"163";1830,131;0;1;3916
"164";1830,931;1;0;3932
"165";1831,681;0;1;3947
"166";1832,381;1;0;3961
"167";1832,981;0;1;3973
"168";1833,931;1;0;3992
"169";1834,781;0;1;4009
"170";1835,481;1;0;4023
"171";1836,081;0;1;4035
"172";1836,881;1;0;4051
"173";1837,581;0;1;4065
"174";1838,431;1;0;4082
"175";1839,131;0;1;4096
"176";1840,081;1;0;4115
"177";1840,781;0;1;4129
"178";1841,481;1;0;4143
"179";1842,281;0;1;4159
"180";1843,631;1;0;4186
"181";1845,031;0;1;4214
"182";1846,181;1;0;4237
"183";1847,131;0;1;4256
"184";1847,781;1;0;4269
"185";1848,981;0;1;4293
"186";1849,881;1;0;4311
"187";1850,731;0;1;4328
"188";1851,731;1;0;4348
"189";1852,681;0;1;4367
"190";1853,381;1;0;4381
"191";1853,981;0;1;4393
"192";1855,081;1;0;4415
"193";1855,981;0;1;4433
"194";1856,931;1;0;4452
"195";1857,781;0;1;4469
"196";1858,481;1;0;4483
"197";1859,181;0;1;4497
"198";1859,931;1;0;4512
"199";1860,531;0;1;4524
"200";1861,481;1;0;4543
"201";1862,231;0;1;4558
"202";1863,031;1;0;4574
"203";1863,731;0;1;4588
"204";1864,481;1;0;4603
"205";1865,131;0;1;4616
"206";1865,981;1;0;4633
"207";1866,731;0;1;4648
"208";1867,631;1;0;4666
"209";1868,381;0;1;4681
"210";1869,081;1;0;4695
"211";1869,731;0;1;4708
"212";1870,631;1;0;4726
"213";1871,481;0;1;4743
"214";1872,281;1;0;4759
"215";1872,981;0;1;4773
"216";1873,731;1;0;4788
"217";1874,431;0;1;4802
"218";1875,281;1;0;4819
"219";1875,881;0;1;4831
"220";1876,631;1;0;4846
"221";1877,331;0;1;4860
"222";1878,131;1;0;4876
"223";1878,931;0;1;4892
"224";1879,781;1;0;4909
"225";1880,481;0;1;4923
"226";1881,431;1;0;4942
"227";1881,531;0;1;4944
"228";1882,181;1;0;4957
"229";1883,081;0;1;4975
"230";1883,831;1;0;4990
"231";1884,481;0;1;5003
"232";1885,431;1;0;5022
"233";1886,231;0;1;5038
"234";1886,881;1;0;5051
"235";1887,631;0;1;5066
"236";1888,431;1;0;5082
"237";1889,081;0;1;5095
"238";1890,131;1;0;5116
"239";1890,781;0;1;5129
"240";1891,431;1;0;5142
"241";1892,031;0;1;5154
"242";1892,881;1;0;5171
"243";1893,631;0;1;5186
"244";1894,431;1;0;5202
"245";1895,181;0;1;5217
"246";1895,981;1;0;5233
"247";1896,731;0;1;5248
"248";1897,481;1;0;5263
"249";1898,131;0;1;5276
"250";1898,981;1;0;5293
"251";1899,731;0;1;5308
"252";1900,531;1;0;5324
"253";1901,231;0;1;5338
"254";1902,031;1;0;5354
"255";1902,731;0;1;5368
"256";1903,581;1;0;5385
"257";1904,331;0;1;5400
"258";1905,131;1;0;5416
"259";1905,831;0;1;5430
"260";1906,681;1;0;5447
"261";1907,431;0;1;5462
"262";1908,331;1;0;5480
"263";1908,981;0;1;5493
"264";1909,831;1;0;5510
