"";"Time";"exp";"insp";"idx"
"1";2386,295;0;1;6
"1044";2386,943;1;0;51
"2";2388,208;0;1;139
"1045";2389,144;1;0;204
"3";2390,225;0;1;279
"1046";2390,928;1;0;328
"4";2391,288;0;1;353
"1047";2392,051;1;0;406
"5";2392,956;0;1;469
"1048";2393,952;1;0;538
"6";2394,646;0;1;586
"1049";2395,261;1;0;629
"7";2395,839;0;1;669
"1050";2396,57;1;0;720
"8";2396,962;0;1;747
"1051";2397,94;1;0;815
"9";2398,443;0;1;850
"1052";2399,19;1;0;902
"10";2400,098;0;1;965
"1053";2400,659;1;0;1004
"11";2401,623;0;1;1071
"1054";2401,912;1;0;1091
"12";2402,774;0;1;1151
"1055";2404,058;1;0;1240
"13";2404,65;0;1;1281
"1056";2405,181;1;0;1318
"14";2406,118;0;1;1383
"1057";2406,575;1;0;1415
"1058";2408,004;1;0;1514
"15";2409,603;0;1;1625
"1059";2411,431;1;0;1752
"16";2411,589;0;1;1763
"1060";2413,92;1;0;1925
"17";2417,122;0;1;2147
"1061";2418,2;1;0;2222
"18";2418,978;0;1;2276
"1062";2419,282;1;0;2297
"19";2420,578;0;1;2387
"1063";2422,103;1;0;2493
"20";2422,943;0;1;2551
"1064";2424,31;1;0;2646
"21";2424,857;0;1;2684
"1065";2426,401;1;0;2791
"22";2426,947;0;1;2829
"1066";2428,168;1;0;2914
"23";2429,687;0;1;3019
"1067";2431,096;1;0;3117
"24";2432,22;0;1;3195
"1068";2432,938;1;0;3245
"25";2433,819;0;1;3306
"1069";2435,261;1;0;3406
"26";2436,152;0;1;3468
"1070";2437,16;1;0;3538
"27";2438,773;0;1;3650
"1071";2439,953;1;0;3732
"28";2440,745;0;1;3787
"1072";2442,933;1;0;3939
"29";2444,09;0;1;4019
"1073";2444,319;1;0;4035
"30";2445,14;0;1;4092
"1074";2445,415;1;0;4111
"31";2446,999;0;1;4221
"1075";2448,281;1;0;4310
"32";2448,929;0;1;4355
"1076";2449,708;1;0;4409
"33";2450,501;0;1;4464
"1077";2453,27;1;0;4656
"34";2454,002;0;1;4707
"1078";2455,228;1;0;4792
"35";2455,975;0;1;4844
"1079";2457,316;1;0;4937
"36";2460,704;0;1;5172
"1080";2461,697;1;0;5241
"37";2463,312;0;1;5353
"1081";2464,567;1;0;5440
"38";2465,057;0;1;5474
"1082";2466,626;1;0;5583
"39";2466,7;0;1;5588
"1083";2469,669;1;0;5794
"40";2471,091;0;1;5893
"1084";2472,305;1;0;5975
"41";2472,927;0;1;6018
"1085";2473,356;1;0;6048
"42";2475,401;0;1;6190
"1086";2477,99;1;0;6370
"43";2478,912;0;1;6434
"1087";2479,299;1;0;6461
"44";2480,775;0;1;6563
"45";2482,113;0;1;6656
"1088";2482,412;1;0;6677
"46";2483,466;0;1;6750
"1089";2483,639;1;0;6762
"47";2485,396;0;1;6884
"1090";2486,516;1;0;6962
"48";2487,992;0;1;7064
"1091";2489,649;1;0;7179
"49";2490,973;0;1;7271
"1092";2492,27;1;0;7361
"50";2493,334;0;1;7435
"1093";2493,754;1;0;7464
"1094";2495,109;1;0;7558
"51";2496,461;0;1;7652
"1095";2497,715;1;0;7739
"52";2498,607;0;1;7801
"1096";2499,76;1;0;7881
"53";2502,056;0;1;8040
"1097";2502,457;1;0;8068
"54";2503,869;0;1;8166
"1098";2505,351;1;0;8269
"55";2506,112;0;1;8322
"1099";2507,22;1;0;8399
"56";2507,64;0;1;8428
"1100";2508,428;1;0;8483
"57";2508,877;0;1;8514
"1101";2509,829;1;0;8580
"58";2510,262;0;1;8610
"1102";2511,152;1;0;8672
"59";2512,205;0;1;8745
"1103";2512,635;1;0;8775
"60";2513,916;0;1;8864
"61";2515,343;0;1;8963
"1104";2515,744;1;0;8991
"62";2516,767;0;1;9062
"1105";2517,662;1;0;9124
"63";2518,194;0;1;9161
"1106";2518,986;1;0;9216
"64";2520,037;0;1;9289
"1107";2521,16;1;0;9367
"65";2521,967;0;1;9423
"1108";2523,079;1;0;9500
"66";2524,677;0;1;9611
"1109";2524,905;1;0;9627
"67";2526,002;0;1;9703
"1110";2526,766;1;0;9756
"68";2527,726;0;1;9823
"1111";2528,262;1;0;9860
"69";2528,778;0;1;9896
"1112";2529,538;1;0;9949
"70";2530,251;0;1;9998
"1113";2531,761;1;0;10103
"71";2533,098;0;1;10196
"1114";2534,091;1;0;10265
"72";2534,482;0;1;10292
"1115";2535,53;1;0;10365
"73";2537,055;0;1;10471
"1116";2538,282;1;0;10556
"74";2538,627;0;1;10580
"75";2540,641;0;1;10720
"1117";2542,138;1;0;10824
"76";2543,149;0;1;10894
"1118";2544,315;1;0;10975
"77";2544,951;0;1;11019
"1119";2546,159;1;0;11103
"78";2546,546;0;1;11130
"1120";2547,483;1;0;11195
"79";2549,512;0;1;11336
"1121";2550,854;1;0;11429
"80";2551,662;0;1;11485
"1122";2552,107;1;0;11516
"81";2553,259;0;1;11596
"1123";2554,34;1;0;11671
"82";2554,498;0;1;11682
"1124";2555,547;1;0;11755
"83";2556,642;0;1;11831
"1125";2558,242;1;0;11942
"84";2558,718;0;1;11975
"1126";2560,243;1;0;12081
"85";2562,002;0;1;12203
"1127";2562,101;1;0;12210
"86";2564,52;0;1;12378
"1128";2566,28;1;0;12500
"87";2567,349;0;1;12574
"1129";2568,151;1;0;12630
"88";2569,461;0;1;12721
"1130";2570,659;1;0;12804
"89";2572,316;0;1;12919
"1131";2573,76;1;0;13019
"90";2574,664;0;1;13082
"1132";2576,133;1;0;13184
"91";2577,616;0;1;13287
"1133";2579,07;1;0;13388
"92";2579,243;0;1;13400
"1134";2580,38;1;0;13479
"93";2581,202;0;1;13536
"1135";2581,434;1;0;13552
"94";2582,844;0;1;13650
"1136";2584,038;1;0;13733
"95";2585,507;0;1;13835
"1137";2586,72;1;0;13919
"96";2587,977;0;1;14006
"1138";2589,144;1;0;14087
"97";2591,132;0;1;14225
"1139";2592,036;1;0;14288
"98";2592,456;0;1;14317
"1140";2593,379;1;0;14381
"99";2593,598;0;1;14396
"1141";2595,056;1;0;14497
"100";2596,264;0;1;14581
"1142";2597,374;1;0;14658
"101";2598,858;0;1;14761
"1143";2600,182;1;0;14853
"102";2601,133;0;1;14919
"1144";2602,244;1;0;14996
"103";2603,134;0;1;15058
"1145";2603,582;1;0;15089
"104";2604,302;0;1;15139
"1146";2604,852;1;0;15177
"105";2607,86;0;1;15386
"1147";2608,364;1;0;15421
"106";2609,463;0;1;15497
"1148";2610,644;1;0;15579
"107";2611,726;0;1;15654
"1149";2612,892;1;0;15735
"108";2614,301;0;1;15833
"1150";2615,73;1;0;15930
"109";2617,07;0;1;16023
"1151";2618,263;1;0;16106
"110";2619,702;0;1;16206
"1152";2620,653;1;0;16272
"111";2622,121;0;1;16374
"112";2623,589;0;1;16476
"1153";2624,066;1;0;16509
"113";2625,192;0;1;16587
"1154";2626,572;1;0;16683
"114";2627,621;0;1;16756
"1155";2628,731;1;0;16833
"115";2629,929;0;1;16916
"1156";2631,43;1;0;17020
"116";2632,825;0;1;17117
"1157";2633,749;1;0;17181
"117";2635,163;0;1;17279
"1158";2636,661;1;0;17383
"118";2637,971;0;1;17474
"1159";2639,312;1;0;17567
"119";2640,519;0;1;17651
"1160";2642,064;1;0;17758
"120";2643,761;0;1;17876
"1161";2644,81;1;0;17949
"121";2646,241;0;1;18048
"1162";2647,392;1;0;18128
"122";2649,018;0;1;18241
"1163";2649,452;1;0;18271
"123";2650,244;0;1;18326
"1164";2652,012;1;0;18449
"124";2652,375;0;1;18474
"1165";2653,025;1;0;18519
"125";2653,958;0;1;18584
"126";2655,501;0;1;18691
"1166";2656,136;1;0;18735
"127";2656,523;0;1;18762
"1167";2657,992;1;0;18864
"128";2658,928;0;1;18929
"1168";2659,707;1;0;18983
"129";2662,431;0;1;19172
"1169";2663,526;1;0;19248
"130";2664,59;0;1;19322
"1170";2665,932;1;0;19415
"131";2667,131;0;1;19498
"1171";2668,669;1;0;19605
"132";2669,833;0;1;19686
"1172";2671,432;1;0;19797
