"";"Time";"exp";"insp";"idx"
"1";1983,972;0;1;18
"2";1985,122;1;0;41
"3";1986,822;0;1;75
"4";1987,972;1;0;98
"5";1991,072;0;1;160
"6";1992,522;1;0;189
"7";1995,572;0;1;250
"8";1997,022;1;0;279
"9";1998,722;0;1;313
"10";1999,922;1;0;337
"11";2003,422;0;1;407
"12";2004,472;1;0;428
"13";2005,222;0;1;443
"14";2006,772;1;0;474
"15";2008,622;0;1;511
"16";2009,872;1;0;536
"17";2012,472;0;1;588
"18";2013,722;1;0;613
"19";2015,372;0;1;646
"20";2016,272;1;0;664
"21";2017,572;0;1;690
"22";2018,322;1;0;705
"23";2019,272;0;1;724
"24";2020,422;1;0;747
"25";2022,422;0;1;787
"26";2023,922;1;0;817
"27";2025,222;0;1;843
"28";2025,872;1;0;856
"29";2027,772;0;1;894
"30";2029,172;1;0;922
"31";2030,772;0;1;954
"32";2031,822;1;0;975
"33";2032,322;0;1;985
"34";2033,172;1;0;1002
"35";2034,272;0;1;1024
"36";2035,372;1;0;1046
"37";2038,172;0;1;1102
"38";2040,222;1;0;1143
"39";2042,522;0;1;1189
"40";2043,472;1;0;1208
"41";2044,622;0;1;1231
"42";2045,672;1;0;1252
"43";2047,022;0;1;1279
"44";2048,072;1;0;1300
"45";2049,472;0;1;1328
"46";2051,972;1;0;1378
"47";2054,522;0;1;1429
"48";2055,422;1;0;1447
"49";2057,472;0;1;1488
"50";2058,272;1;0;1504
"51";2060,622;0;1;1551
"52";2061,222;1;0;1563
"53";2062,372;0;1;1586
"54";2063,322;1;0;1605
"55";2066,222;0;1;1663
"56";2067,322;1;0;1685
"57";2068,772;0;1;1714
"58";2070,072;1;0;1740
"59";2071,472;0;1;1768
"60";2072,522;1;0;1789
"61";2074,172;0;1;1822
"62";2075,122;1;0;1841
"63";2076,022;0;1;1859
"64";2077,122;1;0;1881
"65";2078,522;0;1;1909
"66";2079,372;1;0;1926
"67";2080,472;0;1;1948
"68";2081,322;1;0;1965
"69";2082,322;0;1;1985
"70";2083,122;1;0;2001
"71";2084,022;0;1;2019
"72";2085,022;1;0;2039
"73";2085,822;0;1;2055
"74";2086,822;1;0;2075
"75";2087,222;0;1;2083
"76";2087,472;1;0;2088
"77";2088,572;0;1;2110
"78";2089,422;1;0;2127
"79";2090,322;0;1;2145
"80";2091,522;1;0;2169
"81";2092,672;0;1;2192
"82";2093,622;1;0;2211
"83";2094,872;0;1;2236
"84";2095,772;1;0;2254
"85";2096,822;0;1;2275
"86";2097,672;1;0;2292
"87";2098,522;0;1;2309
"88";2099,772;1;0;2334
"89";2100,772;0;1;2354
"90";2101,772;1;0;2374
"91";2102,922;0;1;2397
"92";2103,972;1;0;2418
"93";2105,272;0;1;2444
"94";2106,472;1;0;2468
"95";2107,672;0;1;2492
"96";2108,922;1;0;2517
"97";2110,172;0;1;2542
"98";2111,272;1;0;2564
"99";2112,422;0;1;2587
"100";2113,472;1;0;2608
"101";2114,622;0;1;2631
"102";2115,772;1;0;2654
"103";2117,872;0;1;2696
"104";2118,672;1;0;2712
"105";2119,372;0;1;2726
"106";2120,572;1;0;2750
"107";2121,772;0;1;2774
"108";2122,872;1;0;2796
"109";2124,122;0;1;2821
"110";2125,272;1;0;2844
"111";2126,472;0;1;2868
"112";2127,622;1;0;2891
"113";2128,872;0;1;2916
"114";2130,072;1;0;2940
"115";2131,172;0;1;2962
"116";2132,372;1;0;2986
"117";2133,722;0;1;3013
"118";2135,022;1;0;3039
"119";2136,072;0;1;3060
"120";2137,072;1;0;3080
"121";2138,372;0;1;3106
"122";2139,622;1;0;3131
"123";2141,022;0;1;3159
"124";2142,222;1;0;3183
"125";2143,572;0;1;3210
"126";2144,572;1;0;3230
"127";2145,772;0;1;3254
"128";2146,972;1;0;3278
"129";2148,272;0;1;3304
"130";2149,172;1;0;3322
"131";2150,222;0;1;3343
"132";2151,072;1;0;3360
"133";2151,972;0;1;3378
"134";2152,722;1;0;3393
"135";2153,422;0;1;3407
"136";2154,322;1;0;3425
"137";2156,072;0;1;3460
"138";2157,372;1;0;3486
"139";2158,122;0;1;3501
"140";2159,122;1;0;3521
"141";2160,322;0;1;3545
"142";2161,172;1;0;3562
"143";2162,122;0;1;3581
"144";2162,822;1;0;3595
"145";2163,572;0;1;3610
"146";2164,372;1;0;3626
"147";2165,622;0;1;3651
"148";2167,072;1;0;3680
"149";2168,272;0;1;3704
"150";2169,422;1;0;3727
"151";2170,722;0;1;3753
"152";2171,672;1;0;3772
"153";2172,572;0;1;3790
"154";2173,422;1;0;3807
"155";2174,372;0;1;3826
"156";2175,372;1;0;3846
"157";2176,672;0;1;3872
"158";2177,072;1;0;3880
"159";2177,672;0;1;3892
"160";2178,422;1;0;3907
"161";2179,322;0;1;3925
"162";2180,372;1;0;3946
"163";2181,522;0;1;3969
"164";2182,422;1;0;3987
"165";2183,572;0;1;4010
"166";2184,622;1;0;4031
"167";2185,672;0;1;4052
"168";2186,622;1;0;4071
"169";2187,872;0;1;4096
"170";2188,772;1;0;4114
"171";2189,872;0;1;4136
"172";2191,122;1;0;4161
"173";2192,122;0;1;4181
"174";2193,122;1;0;4201
"175";2194,472;0;1;4228
"176";2195,322;1;0;4245
"177";2196,572;0;1;4270
"178";2197,672;1;0;4292
"179";2198,722;0;1;4313
"180";2199,772;1;0;4334
"181";2200,772;0;1;4354
"182";2201,722;1;0;4373
"183";2202,772;0;1;4394
"184";2203,572;1;0;4410
"185";2204,622;0;1;4431
