"";"Time";"exp";"insp";"idx"
"1";1422,716;0;1;96
"1030";1424,845;1;0;244
"2";1427,059;0;1;398
"1031";1429,287;1;0;553
"3";1431,714;0;1;722
"1032";1433,968;1;0;879
"4";1436,658;0;1;1066
"1033";1438,97;1;0;1227
"5";1441,198;0;1;1382
"1034";1443,258;1;0;1525
"6";1445,071;0;1;1651
"1035";1446,468;1;0;1748
"7";1448,357;0;1;1879
"1036";1450,073;1;0;1998
"8";1450,273;0;1;2012
"1037";1452,157;1;0;2143
"9";1454,301;0;1;2292
"1038";1454,707;1;0;2320
"10";1455,28;0;1;2360
"1039";1456,596;1;0;2451
"11";1457,142;0;1;2489
"12";1458,452;0;1;2580
"1040";1459,618;1;0;2661
"13";1460,858;0;1;2747
"1041";1462,369;1;0;2852
"14";1464,026;0;1;2967
"1042";1466,055;1;0;3108
"15";1467,426;0;1;3203
"1043";1468,606;1;0;3285
"16";1470,076;0;1;3387
"1044";1471,057;1;0;3455
"17";1471,822;0;1;3508
"1045";1473,002;1;0;3590
"18";1473,953;0;1;3656
"1046";1475,277;1;0;3748
"19";1477,077;0;1;3873
"1047";1478,488;1;0;3971
"20";1480,087;0;1;4082
"1048";1481,859;1;0;4205
"21";1483,947;0;1;4350
"1049";1485,213;1;0;4438
"22";1486,006;0;1;4493
"1050";1486,841;1;0;4551
"23";1488,6;0;1;4673
"1051";1489,854;1;0;4760
"24";1492,666;0;1;4955
"1052";1493,964;1;0;5045
"25";1495,475;0;1;5150
"1053";1497,089;1;0;5262
"26";1498,498;0;1;5360
"1054";1500,27;1;0;5483
"27";1501,927;0;1;5598
"1055";1503,269;1;0;5691
"28";1504,879;0;1;5803
"1056";1506,32;1;0;5903
"29";1507,791;0;1;6005
"1057";1509,495;1;0;6123
"30";1510,904;0;1;6221
"1058";1511,324;1;0;6250
"31";1512,375;0;1;6323
"1059";1513,312;1;0;6388
"32";1514,337;0;1;6459
"1060";1515,502;1;0;6540
"33";1516,528;0;1;6611
"1061";1517,881;1;0;6663
"34";1518,648;0;1;6685
"1062";1519,988;1;0;6730
"35";1520,983;0;1;6799
"1063";1522,205;1;0;6884
"36";1523,347;0;1;6963
"1064";1524,501;1;0;7043
"37";1525,62;0;1;7121
"1065";1526,66;1;0;7193
"38";1527,551;0;1;7255
"1066";1528,647;1;0;7331
"39";1529,83;0;1;7413
"1067";1530,927;1;0;7489
"40";1532,107;0;1;7571
"1068";1533,171;1;0;7645
"41";1534,413;0;1;7731
"1069";1535,104;1;0;7779
"42";1535,869;0;1;7832
"1070";1536,967;1;0;7908
"43";1538,19;0;1;7993
"1071";1539,356;1;0;8074
"44";1540,569;0;1;8158
"1072";1541,703;1;0;8237
"45";1542,827;0;1;8315
"1073";1543,834;1;0;8385
"46";1545,078;0;1;8471
"1074";1545,973;1;0;8533
"47";1547,224;0;1;8620
"1075";1548,549;1;0;8712
"48";1549,687;0;1;8791
"1076";1550,825;1;0;8870
"49";1552,095;0;1;8958
"1077";1553,148;1;0;9031
"50";1554,254;0;1;9108
"1078";1555,433;1;0;9190
"51";1556,65;0;1;9274
"1079";1557,657;1;0;9344
"52";1558,899;0;1;9430
"1080";1560,05;1;0;9510
"53";1561,155;0;1;9587
"1081";1562,279;1;0;9665
"54";1563,458;0;1;9747
"1082";1564,497;1;0;9819
"55";1565,779;0;1;9908
"1083";1566,844;1;0;9982
"56";1567,995;0;1;10062
"1084";1569,118;1;0;10140
"57";1570,312;0;1;10223
"1085";1571,463;1;0;10303
"58";1572,614;0;1;10383
"1086";1573,74;1;0;10461
"59";1574,965;0;1;10546
"1087";1576,102;1;0;10625
"60";1577,483;0;1;10721
"1088";1578,723;1;0;10807
"61";1579,599;0;1;10868
"1089";1580,812;1;0;10952
"62";1582,061;0;1;11039
"1090";1583,705;1;0;11153
"63";1585,102;0;1;11250
"1091";1586,179;1;0;11325
"64";1587,394;0;1;11409
"1092";1588,3;1;0;11472
"65";1589,539;0;1;11558
"1093";1592,835;1;0;11787
"66";1594,099;0;1;11875
"1094";1595,199;1;0;11951
"67";1596,233;0;1;12023
"1095";1597,441;1;0;12107
"68";1598,608;0;1;12188
"1096";1599,801;1;0;12271
"69";1600,924;0;1;12349
"1097";1602,297;1;0;12444
"70";1603,407;0;1;12521
