"";"Time";"exp";"insp";"idx"
"1";1767,514;0;1;76
"1176";1768,921;1;0;174
"2";1770,966;0;1;316
"1177";1772,401;1;0;416
"3";1774,131;0;1;536
"1178";1775,455;1;0;628
"4";1776,992;0;1;735
"1179";1778,143;1;0;815
"5";1779,54;0;1;912
"1180";1780,691;1;0;992
"6";1782,146;0;1;1093
"1181";1783,443;1;0;1183
"7";1784,65;0;1;1267
"1182";1786,194;1;0;1374
"8";1787,994;0;1;1499
"1183";1789,132;1;0;1578
"9";1790,731;0;1;1689
"1184";1792,172;1;0;1789
"10";1793,939;0;1;1912
"1185";1795,337;1;0;2009
"11";1795,973;0;1;2053
"1186";1797,023;1;0;2126
"12";1798,118;0;1;2202
"1187";1799,385;1;0;2290
"13";1800,807;0;1;2389
"1188";1802,005;1;0;2472
"14";1803,27;0;1;2560
"1189";1804,469;1;0;2643
"15";1805,764;0;1;2733
"1190";1807;1;0;2819
"16";1808,469;0;1;2921
"1191";1809,937;1;0;3023
"17";1811,306;0;1;3118
"1192";1812,934;1;0;3231
"18";1814,852;0;1;3364
"1193";1815,369;1;0;3400
"19";1816,479;0;1;3477
"1194";1817,634;1;0;3557
"20";1818,586;0;1;3623
"1195";1819,663;1;0;3698
"21";1821,291;0;1;3811
"1196";1822,661;1;0;3906
"22";1823,608;0;1;3972
"1197";1824,559;1;0;4038
"23";1825,256;0;1;4086
"1198";1826,188;1;0;4151
"24";1827,672;0;1;4254
"1199";1829,518;1;0;4382
"25";1831,79;0;1;4540
"1200";1832,949;1;0;4620
"26";1834,115;0;1;4701
"1201";1835,151;1;0;4773
"27";1836,188;0;1;4845
"1202";1837,615;1;0;4944
"28";1838,478;0;1;5004
"1203";1839,433;1;0;5070
"29";1840,025;0;1;5111
"1204";1841,162;1;0;5190
"30";1843,583;0;1;5358
"1205";1846,302;1;0;5547
"31";1847,616;0;1;5638
"1206";1848,987;1;0;5733
"32";1850,769;0;1;5857
"1207";1851,879;1;0;5934
"33";1852,715;0;1;5992
"1208";1853,451;1;0;6043
"34";1854,26;0;1;6099
"1209";1857,128;1;0;6298
"35";1858,466;0;1;6391
"1210";1861,692;1;0;6530
"36";1863,087;0;1;6606
"1211";1863,982;1;0;6668
"37";1864,946;0;1;6735
"1212";1865,492;1;0;6773
