"";"Time";"exp";"insp";"idx"
"722";1984,208;1;0;79
"1";1987,208;0;1;287
"723";1989,023;1;0;413
"2";1991,733;0;1;601
"724";1993,419;1;0;718
"3";1995,054;0;1;831
"725";1996,538;1;0;934
"4";1998,93;0;1;1100
"726";2001,103;1;0;1251
"5";2001,71;0;1;1293
"727";2003,179;1;0;1395
"6";2005,167;0;1;1533
"728";2006,463;1;0;1623
"7";2008,741;0;1;1781
"729";2010,397;1;0;1896
"8";2011,633;0;1;1982
"730";2013,045;1;0;2080
"9";2014,082;0;1;2152
"731";2014,805;1;0;2202
"10";2015,994;0;1;2284
"732";2017,319;1;0;2376
"11";2019,058;0;1;2497
"733";2020,526;1;0;2599
"12";2021,738;0;1;2683
"734";2022,759;1;0;2754
"13";2024,313;0;1;2862
"735";2025,815;1;0;2966
"14";2027,381;0;1;3075
"736";2028,448;1;0;3149
"15";2029,064;0;1;3192
"737";2029,973;1;0;3255
"16";2030,912;0;1;3320
"738";2032,264;1;0;3414
"17";2034,755;0;1;3587
"739";2037,204;1;0;3757
"18";2039,31;0;1;3903
"740";2040,433;1;0;3981
"19";2041,455;0;1;4052
"741";2042,565;1;0;4129
"20";2043,82;0;1;4216
"742";2044,988;1;0;4297
"21";2046,327;0;1;4390
"743";2048,949;1;0;4572
"22";2051,369;0;1;4740
"744";2052,697;1;0;4832
"23";2054,236;0;1;4939
"745";2056,154;1;0;5072
"24";2057,609;0;1;5173
"746";2058,314;1;0;5222
"25";2059,311;0;1;5291
"747";2060,365;1;0;5364
"26";2062,782;0;1;5532
"748";2064,238;1;0;5633
"27";2065,624;0;1;5729
"749";2067,097;1;0;5831
"28";2068,465;0;1;5926
"750";2069,617;1;0;6006
"29";2071,059;0;1;6106
"751";2074,289;1;0;6330
"30";2075,441;0;1;6410
"752";2076,374;1;0;6475
"31";2077,56;0;1;6557
"753";2078,438;1;0;6618
"32";2079,33;0;1;6680
"754";2080,268;1;0;6745
"33";2081,132;0;1;6805
"755";2082,144;1;0;6875
"34";2082,98;0;1;6933
"756";2084,152;1;0;7014
"35";2085,707;0;1;7122
"757";2086,602;1;0;7184
"36";2087,425;0;1;7241
"758";2088,679;1;0;7328
"37";2089,934;0;1;7415
"759";2090,825;1;0;7477
"38";2092,01;0;1;7559
"760";2092,859;1;0;7618
"39";2093,881;0;1;7689
"761";2094,965;1;0;7764
"40";2095,697;0;1;7815
"762";2096,924;1;0;7900
"41";2097,989;0;1;7974
"763";2098,983;1;0;8043
"42";2100,122;0;1;8122
"764";2101,247;1;0;8200
"43";2102,519;0;1;8288
"765";2103,643;1;0;8366
"44";2104,839;0;1;8449
"766";2106,164;1;0;8541
"45";2107,419;0;1;8628
"767";2108,614;1;0;8711
"46";2109,689;0;1;8783
"768";2110,738;1;0;8856
"47";2111,875;0;1;8935
"769";2113,055;1;0;9017
"48";2114,925;0;1;9147
"770";2117,836;1;0;9349
"49";2119,12;0;1;9438
"771";2120,287;1;0;9519
"50";2121,369;0;1;9594
"772";2122,592;1;0;9679
"51";2123,835;0;1;9765
"773";2124,973;1;0;9844
"52";2126,313;0;1;9937
"774";2127,423;1;0;10014
"53";2128,487;0;1;10088
"775";2129,799;1;0;10179
"54";2131,145;0;1;10272
"776";2132,596;1;0;10373
"55";2133,59;0;1;10442
"777";2134,471;1;0;10503
"56";2135,824;0;1;10597
"778";2137,094;1;0;10685
"57";2138,405;0;1;10776
"779";2139,758;1;0;10870
"58";2141,041;0;1;10959
"780";2142,105;1;0;11033
"59";2143,172;0;1;11107
"781";2144,44;1;0;11195
"60";2145,692;0;1;11282
"782";2146,658;1;0;11349
"61";2147,712;0;1;11422
"783";2148,589;1;0;11483
"62";2149,409;0;1;11540
"784";2150,216;1;0;11596
"63";2150,865;0;1;11641
"785";2151,901;1;0;11713
"64";2153,435;0;1;11819
"786";2154,904;1;0;11921
"65";2155,781;0;1;11982
"787";2156,658;1;0;12043
"66";2157,825;0;1;12124
"788";2158,72;1;0;12186
"67";2159,742;0;1;12257
"789";2160,175;1;0;12287
"68";2160,907;0;1;12338
"790";2161,947;1;0;12410
"69";2163,01;0;1;12484
"791";2164,567;1;0;12592
"70";2165,918;0;1;12686
"792";2167,058;1;0;12765
"71";2168,354;0;1;12855
"793";2169,346;1;0;12924
"72";2170,139;0;1;12979
"794";2171,043;1;0;13042
"73";2171,939;0;1;13104
"795";2173,09;1;0;13184
"74";2175,149;0;1;13327
"796";2176,141;1;0;13396
"75";2176,948;0;1;13452
"797";2178,159;1;0;13536
"76";2179,12;0;1;13603
"798";2180,071;1;0;13669
"77";2181,251;0;1;13751
"799";2182,361;1;0;13828
"78";2183,43;0;1;13902
"800";2184,423;1;0;13971
"79";2185,504;0;1;14046
"801";2186,479;1;0;14114
"80";2187,589;0;1;14191
"802";2188,901;1;0;14282
"81";2189,914;0;1;14352
"803";2190,888;1;0;14420
"82";2192,128;0;1;14506
"804";2193,179;1;0;14579
"83";2194,274;0;1;14655
"805";2195,427;1;0;14735
"84";2196,437;0;1;14805
"806";2197,533;1;0;14881
"85";2198,512;0;1;14949
"807";2199,519;1;0;15019
"86";2200,672;0;1;15099
"808";2201,582;1;0;15162
"87";2202,416;0;1;15220
"809";2203,267;1;0;15279
"88";2204,047;0;1;15333
"810";2205,373;1;0;15425
"89";2206,684;0;1;15516
"811";2207,892;1;0;15600
"90";2209,072;0;1;15682
"812";2210,329;1;0;15769
"91";2211,426;0;1;15845
"813";2212,578;1;0;15925
"92";2213,861;0;1;16014
"814";2215,098;1;0;16100
"93";2216,167;0;1;16174
"815";2217,216;1;0;16247
"94";2218,431;0;1;16331
"816";2219,597;1;0;16412
"95";2221,179;0;1;16522
"817";2222,119;1;0;16587
"96";2223,433;0;1;16678
"818";2224,879;1;0;16778
"97";2226,017;0;1;16857
"819";2227,273;1;0;16944
"98";2228,552;0;1;17033
"820";2229,994;1;0;17133
"99";2230,858;0;1;17193
"821";2231,982;1;0;17271
"100";2233,065;0;1;17346
"822";2233,625;1;0;17385
"101";2234,665;0;1;17457
"823";2235,832;1;0;17538
"102";2236,97;0;1;17617
"824";2237,861;1;0;17679
"103";2238,8;0;1;17744
"825";2239,884;1;0;17819
"104";2240,546;0;1;17865
"826";2241,424;1;0;17926
"105";2242,604;0;1;18008
"827";2243,454;1;0;18067
"106";2244,392;0;1;18132
"828";2244,868;1;0;18165
"107";2245,863;0;1;18234
"829";2246,804;1;0;18299
"108";2247,611;0;1;18355
"830";2248,704;1;0;18431
"109";2249,801;0;1;18507
"831";2250,594;1;0;18562
"110";2251,414;0;1;18619
"832";2252,841;1;0;18718
"111";2254,102;0;1;18803
"833";2254,866;1;0;18856
"112";2256,135;0;1;18944
"834";2256,942;1;0;19000
"113";2257,53;0;1;19041
"835";2258,784;1;0;19128
"114";2259,731;0;1;19194
"836";2260,917;1;0;19276
"115";2262,227;0;1;19367
"837";2263,104;1;0;19428
"116";2264,159;0;1;19501
"838";2265,656;1;0;19605
"117";2266,954;0;1;19695
"839";2268,066;1;0;19772
"118";2269,248;0;1;19854
"840";2270,586;1;0;19947
"119";2271,897;0;1;20038
"841";2272,63;1;0;20089
"120";2273,637;0;1;20159
"842";2274,762;1;0;20237
"121";2275,743;0;1;20305
"843";2276,708;1;0;20372
"122";2277,288;0;1;20412
"844";2277,964;1;0;20459
