"";"Time";"exp";"insp";"idx"
"1";1056,605;0;1;50
"961";1059,396;1;0;244
"2";1062,07;0;1;430
"962";1065,22;1;0;649
"3";1067,463;0;1;805
"963";1069,59;1;0;953
"4";1072,092;0;1;1127
"964";1074,44;1;0;1290
"5";1077,197;0;1;1482
"965";1079,748;1;0;1659
"6";1082,089;0;1;1822
"966";1083,702;1;0;1934
"7";1084,953;0;1;2021
"967";1087,533;1;0;2200
"8";1088,536;0;1;2270
"968";1090,062;1;0;2376
"9";1091,835;0;1;2499
"969";1093,216;1;0;2595
"10";1094,543;0;1;2687
"970";1095,725;1;0;2769
"11";1096,967;0;1;2855
"971";1098,549;1;0;2965
"12";1100,392;0;1;3093
"972";1102,683;1;0;3252
"13";1104,623;0;1;3387
"973";1106,735;1;0;3533
"14";1108,94;0;1;3686
"974";1111,143;1;0;3839
"15";1113,234;0;1;3984
"975";1115,091;1;0;4113
"16";1116,575;0;1;4216
"976";1118,376;1;0;4341
"17";1120,163;0;1;4463
"977";1122,162;1;0;4602
"18";1123,95;0;1;4726
"978";1125,848;1;0;4858
"19";1127,662;0;1;4984
"979";1129,478;1;0;5110
"20";1131,22;0;1;5231
"980";1133,124;1;0;5363
"21";1134,878;0;1;5485
"981";1137,081;1;0;5638
"22";1139,746;0;1;5823
"982";1141,374;1;0;5936
"23";1142,54;0;1;6017
"983";1144,745;1;0;6170
"24";1146,801;0;1;6313
"984";1148,401;1;0;6424
"25";1149,756;0;1;6518
"985";1151,2;1;0;6618
"26";1152,538;0;1;6711
"986";1153,802;1;0;6799
"27";1154,968;0;1;6880
"987";1156,147;1;0;6962
"28";1157,369;0;1;7047
"988";1158,651;1;0;7136
"29";1159,948;0;1;7226
"989";1161,315;1;0;7321
"30";1162,723;0;1;7419
"990";1164,089;1;0;7514
"31";1165,399;0;1;7605
"991";1166,54;1;0;7684
"32";1167,794;0;1;7771
"992";1168,974;1;0;7853
"33";1170,195;0;1;7938
"993";1171,405;1;0;8022
"34";1172,585;0;1;8104
"994";1173,867;1;0;8193
"35";1175,13;0;1;8281
"995";1176,296;1;0;8362
"36";1177,555;0;1;8449
"996";1178,804;1;0;8536
"37";1179,955;0;1;8616
"997";1181,21;1;0;8703
"38";1182,377;0;1;8784
"998";1183,682;1;0;8875
"39";1184,879;0;1;8958
"999";1186,128;1;0;9045
"40";1187,296;0;1;9126
"1000";1188,475;1;0;9208
"41";1189,771;0;1;9298
"1001";1191,02;1;0;9385
"42";1192,088;0;1;9459
"1002";1193,339;1;0;9546
"43";1194,622;0;1;9635
"1003";1195,76;1;0;9714
"44";1196,911;0;1;9794
"1004";1198,147;1;0;9880
"45";1199,383;0;1;9966
"1005";1200,636;1;0;10053
"46";1201,845;0;1;10137
"1006";1203,185;1;0;10230
"47";1204,422;0;1;10316
"1007";1205,574;1;0;10396
"48";1206,627;0;1;10469
"1008";1207,933;1;0;10560
"49";1209,305;0;1;10655
"1009";1210,485;1;0;10737
"50";1211,664;0;1;10819
"1010";1213,002;1;0;10912
"51";1214,24;0;1;10998
"1011";1215,709;1;0;11100
"52";1217,022;0;1;11191
"1012";1217,955;1;0;11256
"53";1219,037;0;1;11331
"1013";1220,329;1;0;11421
"54";1221,509;0;1;11503
"1014";1222,778;1;0;11591
"55";1224,062;0;1;11680
"1015";1225,403;1;0;11773
"56";1226,598;0;1;11856
"1016";1227,909;1;0;11947
"57";1229,014;0;1;12024
"1017";1230,359;1;0;12117
"58";1231,636;0;1;12206
"1018";1232,83;1;0;12289
"59";1233,954;0;1;12367
"1019";1235,335;1;0;12463
"60";1236,559;0;1;12548
"1020";1237,859;1;0;12638
"61";1239,04;0;1;12720
"1021";1240,365;1;0;12812
"62";1241,49;0;1;12890
"1022";1242,726;1;0;12976
"63";1243,935;0;1;13060
"1023";1245,261;1;0;13152
"64";1246,532;0;1;13240
"1024";1247,642;1;0;13317
"65";1248,797;0;1;13397
"1025";1250,094;1;0;13487
"66";1251,246;0;1;13567
"1026";1252,474;1;0;13652
"67";1253,683;0;1;13736
"1027";1255,008;1;0;13828
"68";1256,188;0;1;13910
"1028";1257,468;1;0;13999
"69";1258,662;0;1;14082
"1029";1259,921;1;0;14169
"70";1261,186;0;1;14257
"1030";1262,511;1;0;14349
"71";1263,594;0;1;14424
"1031";1264,989;1;0;14521
"72";1266,154;0;1;14602
"1032";1266,794;1;0;14644
"73";1270,828;0;1;14763
"1033";1272,369;1;0;14808
"74";1273,379;0;1;14842
"1034";1274,6;1;0;14927
"75";1275,821;0;1;15012
"1035";1277,191;1;0;15107
