"";"Time";"exp";"insp";"idx"
"1";979,929;0;1;30
"1269";981,354;1;0;129
"2";982,333;0;1;197
"1270";983,667;1;0;290
"3";986,8;0;1;508
"1271";987,9;1;0;584
"4";989,15;0;1;671
"1272";990,181;1;0;743
"5";991,09;0;1;806
"1273";992,312;1;0;891
"6";993,791;0;1;994
"1274";997,112;1;0;1225
"7";1000,351;0;1;1450
"1275";1001,844;1;0;1554
"8";1003,692;0;1;1682
"1276";1005,272;1;0;1792
"9";1006,895;0;1;1905
"1277";1008,508;1;0;2017
"10";1009,4;0;1;2079
"1278";1011,018;1;0;2191
"11";1012,343;0;1;2283
"1279";1013,434;1;0;2359
"12";1015,305;0;1;2489
"1280";1017,567;1;0;2644
"13";1019,681;0;1;2791
"1281";1021,776;1;0;2934
"14";1023,927;0;1;3083
"1282";1025,555;1;0;3196
"15";1027,326;0;1;3319
"1283";1029,252;1;0;3453
"16";1031,113;0;1;3582
"1284";1032,816;1;0;3700
"17";1034,453;0;1;3814
"1285";1036,155;1;0;3932
"18";1038,212;0;1;4075
"1286";1039,668;1;0;4176
"19";1041,53;0;1;4305
"1287";1043,339;1;0;4431
"20";1045,168;0;1;4558
"1288";1047,015;1;0;4686
"21";1048,586;0;1;4795
"1289";1050,442;1;0;4924
"22";1052,113;0;1;5040
"1290";1053,656;1;0;5147
"23";1055,125;0;1;5249
"1291";1056,276;1;0;5329
"24";1057,381;0;1;5406
"1292";1058,862;1;0;5509
"25";1060,466;0;1;5620
"1293";1062,218;1;0;5742
"26";1063,832;0;1;5854
"1294";1065,253;1;0;5953
"27";1066,451;0;1;6036
"1295";1067,693;1;0;6122
"28";1068,168;0;1;6155
"1296";1069,977;1;0;6281
"29";1072,023;0;1;6423
"1297";1073,489;1;0;6525
"30";1074,829;0;1;6618
"1298";1076,357;1;0;6724
"31";1078,095;0;1;6845
"1299";1079,661;1;0;6954
"32";1081,171;0;1;7059
"1300";1082,254;1;0;7134
"33";1083,303;0;1;7207
