"";"Time";"exp";"insp";"idx"
"1204";1164,068;1;0;59
"1";1164,716;0;1;104
"1205";1166,4;1;0;221
"2";1167,318;0;1;285
"1206";1168,542;1;0;370
"3";1170,703;0;1;520
"1207";1172,442;1;0;641
"4";1173,477;0;1;713
"1208";1174,769;1;0;803
"5";1176,326;0;1;911
"1209";1176,457;1;0;920
"6";1177,445;0;1;989
"1210";1178,798;1;0;1083
"7";1180,179;0;1;1179
"1211";1181,505;1;0;1271
"8";1183,681;0;1;1422
"1212";1184,904;1;0;1507
"9";1186,084;0;1;1589
"1213";1187,232;1;0;1669
"10";1188,253;0;1;1740
"1214";1189,247;1;0;1809
"11";1190,574;0;1;1901
"1215";1192,791;1;0;2055
"12";1194,233;0;1;2155
"1216";1195,166;1;0;2220
"13";1196,146;0;1;2288
"1217";1197,023;1;0;2349
"14";1197,95;0;1;2413
"1218";1198,985;1;0;2485
"15";1200,137;0;1;2565
"1219";1201,249;1;0;2642
"16";1202,499;0;1;2729
"1220";1203,674;1;0;2810
"17";1204,716;0;1;2882
"1221";1205,822;1;0;2959
"18";1206,858;0;1;3031
"1222";1207,927;1;0;3105
"19";1209,108;0;1;3187
"1223";1210,013;1;0;3250
"20";1211,09;0;1;3325
"1224";1211,944;1;0;3384
"21";1213,006;0;1;3455
"1225";1213,884;1;0;3516
"22";1214,975;0;1;3592
"1226";1215,837;1;0;3652
"23";1216,718;0;1;3713
"1227";1217,679;1;0;3780
"24";1218,701;0;1;3851
"1228";1219,77;1;0;3925
"25";1220,819;0;1;3998
"1229";1221,77;1;0;4064
"26";1222,736;0;1;4131
"1230";1223,669;1;0;4196
"27";1224,724;0;1;4269
"1231";1225,802;1;0;4344
"28";1226,873;0;1;4418
"1232";1227,965;1;0;4494
"29";1229,29;0;1;4586
"1233";1231,245;1;0;4722
"30";1234,101;0;1;4920
"1234";1236,229;1;0;5068
"31";1237,511;0;1;5157
"1235";1238,449;1;0;5222
"32";1239,139;0;1;5270
"1236";1240,175;1;0;5342
"33";1241,446;0;1;5430
"1237";1242,566;1;0;5508
"34";1243,574;0;1;5578
"1238";1244,553;1;0;5646
"35";1245,49;0;1;5711
"1239";1246,527;1;0;5783
"36";1247,548;0;1;5854
"1240";1248,614;1;0;5928
"37";1249,607;0;1;5997
"1241";1250,773;1;0;6078
"38";1251,477;0;1;6127
"1242";1252,717;1;0;6213
"39";1253,724;0;1;6283
"1243";1254,311;1;0;6324
"40";1255,305;0;1;6393
"1244";1256,242;1;0;6458
"41";1256,919;0;1;6505
"1245";1257,596;1;0;6552
