"";"Time";"exp";"insp";"idx"
"1";1508,969;0;1;23
"2";1510,469;1;0;53
"3";1512,719;0;1;98
"4";1514,119;1;0;126
"5";1517,019;0;1;184
"6";1518,419;1;0;212
"7";1520,319;0;1;250
"8";1523,069;1;0;305
"9";1528,019;0;1;404
"10";1529,469;1;0;433
"11";1531,719;0;1;478
"12";1533,119;1;0;506
"13";1535,519;0;1;554
"14";1536,669;1;0;577
"15";1538,869;0;1;621
"16";1540,069;1;0;645
"17";1541,319;0;1;670
"18";1542,269;1;0;689
"19";1544,169;0;1;727
"20";1544,919;1;0;742
"21";1546,419;0;1;772
"22";1547,569;1;0;795
"23";1549,319;0;1;830
"24";1550,719;1;0;858
"25";1552,719;0;1;898
"26";1554,069;1;0;925
"27";1555,819;0;1;960
"28";1557,269;1;0;989
"29";1559,219;0;1;1028
"30";1560,069;1;0;1045
"31";1561,119;0;1;1066
"32";1562,369;1;0;1091
"33";1563,969;0;1;1123
"34";1565,119;1;0;1146
"35";1566,369;0;1;1171
"36";1567,419;1;0;1192
"37";1568,619;0;1;1216
"38";1569,769;1;0;1239
"39";1572,019;0;1;1284
"40";1573,969;1;0;1323
"41";1576,119;0;1;1366
"42";1577,569;1;0;1395
"43";1579,319;0;1;1430
"44";1580,419;1;0;1452
"45";1581,869;0;1;1481
"46";1582,869;1;0;1501
"47";1584,219;0;1;1528
"48";1585,819;1;0;1560
"49";1587,719;0;1;1598
"50";1589,219;1;0;1628
"51";1590,819;0;1;1660
"52";1592,169;1;0;1687
"53";1593,819;0;1;1720
"54";1595,269;1;0;1749
"55";1596,869;0;1;1781
"56";1598,219;1;0;1808
"57";1599,719;0;1;1838
"58";1600,869;1;0;1861
"59";1602,119;0;1;1886
"60";1603,269;1;0;1909
"61";1604,569;0;1;1935
"62";1605,669;1;0;1957
"63";1607,119;0;1;1986
"64";1608,269;1;0;2009
"65";1609,419;0;1;2032
"66";1610,469;1;0;2053
"67";1611,819;0;1;2080
"68";1612,819;1;0;2100
"69";1613,919;0;1;2122
"70";1614,769;1;0;2139
"71";1615,919;0;1;2162
"72";1617,019;1;0;2184
"73";1618,269;0;1;2209
"74";1619,369;1;0;2231
"75";1620,619;0;1;2256
"76";1621,719;1;0;2278
"77";1622,969;0;1;2303
"78";1624,119;1;0;2326
"79";1625,369;0;1;2351
"80";1626,719;1;0;2378
"81";1628,169;0;1;2407
"82";1629,469;1;0;2433
"83";1630,869;0;1;2461
"84";1631,919;1;0;2482
"85";1633,269;0;1;2509
"86";1634,169;1;0;2527
"87";1635,269;0;1;2549
"88";1636,319;1;0;2570
"89";1637,619;0;1;2596
"90";1638,819;1;0;2620
"91";1640,069;0;1;2645
"92";1641,219;1;0;2668
"93";1642,819;0;1;2700
"94";1643,819;1;0;2720
"95";1645,119;0;1;2746
"96";1646,269;1;0;2769
"97";1647,469;0;1;2793
"98";1648,569;1;0;2815
"99";1649,919;0;1;2842
"100";1650,819;1;0;2860
"101";1651,969;0;1;2883
"102";1653,119;1;0;2906
"103";1654,319;0;1;2930
"104";1655,519;1;0;2954
"105";1656,769;0;1;2979
"106";1657,969;1;0;3003
"107";1659,269;0;1;3029
"108";1660,369;1;0;3051
"109";1661,669;0;1;3077
"110";1662,769;1;0;3099
"111";1663,919;0;1;3122
"112";1665,169;1;0;3147
"113";1666,619;0;1;3176
"114";1667,719;1;0;3198
"115";1668,869;0;1;3221
"116";1670,069;1;0;3245
"117";1671,269;0;1;3269
"118";1672,519;1;0;3294
"119";1673,719;0;1;3318
"120";1674,869;1;0;3341
"121";1676,019;0;1;3364
