"";"Time";"exp";"insp";"idx"
"954";1475,018;1;0;24
"1";1476,109;0;1;100
"955";1477,253;1;0;179
"2";1478,047;0;1;234
"956";1478,895;1;0;293
"3";1479,93;0;1;365
"957";1480,923;1;0;434
"4";1482,391;0;1;536
"958";1484,074;1;0;653
"5";1485,356;0;1;742
"959";1486,08;1;0;792
"6";1487,446;0;1;887
"960";1488,984;1;0;994
"7";1489,39;0;1;1022
"961";1490,411;1;0;1093
"8";1491,695;0;1;1182
"962";1493,005;1;0;1273
"9";1494,157;0;1;1353
"963";1494,893;1;0;1404
"10";1495,944;0;1;1477
"964";1496,806;1;0;1537
"11";1497,757;0;1;1603
"965";1498,667;1;0;1666
"12";1501,027;0;1;1830
"966";1502,192;1;0;1911
"13";1502,882;0;1;1959
"967";1504,742;1;0;2088
"14";1506,012;0;1;2176
"968";1507,076;1;0;2250
"15";1507,971;0;1;2312
"969";1508,718;1;0;2364
"16";1509,898;0;1;2446
"970";1511,18;1;0;2535
"17";1512,146;0;1;2602
"971";1513,346;1;0;2685
"18";1514,438;0;1;2761
"972";1514,858;1;0;2790
"19";1515,535;0;1;2837
"973";1516,383;1;0;2896
"20";1517,447;0;1;2970
"974";1518,57;1;0;3048
"21";1519,321;0;1;3100
"975";1520,345;1;0;3171
"22";1520,979;0;1;3215
"976";1521,903;1;0;3279
"23";1522,765;0;1;3339
"977";1524,739;1;0;3476
"24";1526,656;0;1;3609
"978";1527,722;1;0;3683
"25";1529,783;0;1;3826
"979";1530,647;1;0;3886
"26";1531,756;0;1;3963
"980";1533,095;1;0;4056
"27";1534,364;0;1;4144
"981";1535,071;1;0;4193
"28";1535,994;0;1;4257
"982";1537,029;1;0;4329
"29";1538,225;0;1;4412
"983";1539,293;1;0;4486
"30";1539,707;0;1;4515
"984";1540,486;1;0;4569
"31";1541,368;0;1;4630
"985";1542,289;1;0;4694
"32";1543,772;0;1;4797
"986";1544,062;1;0;4817
"33";1545,158;0;1;4893
"987";1546,483;1;0;4985
"34";1547,768;0;1;5074
"988";1548,875;1;0;5151
"35";1549,974;0;1;5227
"989";1550,926;1;0;5293
"36";1551,905;0;1;5361
"990";1552,856;1;0;5427
"37";1553,867;0;1;5495
"991";1554,772;1;0;5558
"38";1555,634;0;1;5618
"992";1556,446;1;0;5674
"39";1557,206;0;1;5727
"993";1557,97;1;0;5780
"40";1558,749;0;1;5834
"994";1559,552;1;0;5890
"41";1560,317;0;1;5943
"995";1560,908;1;0;5984
"42";1561,813;0;1;6047
"996";1563,067;1;0;6134
"43";1564,828;0;1;6256
"997";1567,248;1;0;6424
"44";1567,995;0;1;6476
"998";1568,298;1;0;6497
"45";1569,278;0;1;6565
"999";1570,1;1;0;6622
"46";1570,59;0;1;6656
"1000";1571,295;1;0;6705
"47";1571,771;0;1;6738
"1001";1572,391;1;0;6781
"48";1573,053;0;1;6827
"1002";1573,73;1;0;6874
"49";1574,723;0;1;6943
"1003";1575,441;1;0;6993
"50";1576,275;0;1;7051
"1004";1577,096;1;0;7108
"51";1577,702;0;1;7150
"1005";1578,524;1;0;7207
"52";1579,302;0;1;7261
"1006";1580,241;1;0;7326
"53";1580,558;0;1;7348
"1007";1581,551;1;0;7417
"54";1582,241;0;1;7465
"1008";1582,917;1;0;7512
"55";1583,696;0;1;7566
"56";1584,732;0;1;7638
"1009";1585,442;1;0;7687
"57";1586,938;0;1;7791
"1010";1588,78;1;0;7919
"58";1589,614;0;1;7977
"1011";1590,636;1;0;8048
"59";1591,503;0;1;8108
"1012";1592,312;1;0;8164
"60";1593,463;0;1;8244
"1013";1594,499;1;0;8316
"61";1595,52;0;1;8387
"1014";1596,601;1;0;8462
"62";1597,823;0;1;8547
"1015";1599,656;1;0;8674
"63";1600,575;0;1;8738
"1016";1601,354;1;0;8792
"64";1602,002;0;1;8837
"1017";1602,692;1;0;8885
"65";1603,396;0;1;8934
"1018";1603,728;1;0;8957
"66";1605,499;0;1;9080
"1019";1606,277;1;0;9134
"67";1606,997;0;1;9184
"1020";1609,471;1;0;9356
"68";1610,337;0;1;9416
"1021";1611,633;1;0;9506
"69";1612,608;0;1;9574
"1022";1613,805;1;0;9657
"70";1614,93;0;1;9735
"1023";1616,109;1;0;9817
"71";1617,19;0;1;9892
"1024";1618,267;1;0;9967
"72";1619,318;0;1;10040
"1025";1620,413;1;0;10116
"73";1621,522;0;1;10193
"1026";1622,66;1;0;10272
"74";1623,783;0;1;10350
"1027";1624,963;1;0;10432
"75";1626,026;0;1;10506
"1028";1627,209;1;0;10588
"76";1628,216;0;1;10658
"1029";1629,342;1;0;10736
"77";1630,377;0;1;10808
"1030";1631,645;1;0;10896
"78";1632,722;0;1;10971
"1031";1633,72;1;0;11040
"79";1635,33;0;1;11152
"1032";1636,142;1;0;11208
"80";1636,86;0;1;11258
"1033";1637,652;1;0;11313
"81";1638,254;0;1;11355
"1034";1639,479;1;0;11440
"82";1640,789;0;1;11531
"1035";1642,085;1;0;11621
"83";1643,079;0;1;11690
"1036";1644,176;1;0;11766
"84";1645,31;0;1;11845
"1037";1646,433;1;0;11923
"85";1647,529;0;1;11999
"1038";1648,853;1;0;12091
"86";1649,909;0;1;12164
"1039";1650,987;1;0;12239
"87";1652,111;0;1;12317
"1040";1653,304;1;0;12400
"88";1654,401;0;1;12476
"1041";1655,652;1;0;12563
"89";1656,692;0;1;12635
"1042";1657,803;1;0;12712
"90";1658,866;0;1;12786
"1043";1659,989;1;0;12864
"91";1661,099;0;1;12941
"1044";1662,306;1;0;13025
"92";1663,402;0;1;13101
"1045";1664,63;1;0;13186
"93";1665,708;0;1;13261
"1046";1666,86;1;0;13341
"94";1667,797;0;1;13406
"1047";1668,888;1;0;13482
"95";1670,129;0;1;13568
"1048";1671,518;1;0;13664
"96";1672,581;0;1;13738
"1049";1673,604;1;0;13809
"97";1674,728;0;1;13887
"1050";1675,709;1;0;13955
"98";1676,689;0;1;14023
"1051";1677,972;1;0;14112
"99";1679,256;0;1;14201
"1052";1680,492;1;0;14287
"100";1681,56;0;1;14361
"1053";1682,81;1;0;14448
"101";1683,892;0;1;14523
"1054";1685,029;1;0;14602
"102";1686,144;0;1;14679
"1055";1687,268;1;0;14757
"103";1688,378;0;1;14834
"1056";1689,499;1;0;14912
"104";1690,596;0;1;14988
"1057";1691,837;1;0;15074
"105";1692,929;0;1;15150
"1058";1694,053;1;0;15228
"106";1695,233;0;1;15310
