"";"Time";"exp";"insp";"idx"
"1";1508,264;0;1;31
"1123";1510,245;1;0;169
"2";1512,78;0;1;343
"1124";1514,41;1;0;456
"3";1516,237;0;1;583
"1125";1519,169;1;0;787
"4";1523,778;0;1;1107
"1126";1525,694;1;0;1240
"5";1527,779;0;1;1385
"1127";1529,336;1;0;1493
"6";1531,192;0;1;1622
"1128";1532,88;1;0;1739
"7";1534,708;0;1;1866
"1129";1536,093;1;0;1962
"8";1537,329;0;1;2048
"1130";1538,494;1;0;2129
"9";1540,322;0;1;2256
"1131";1541,418;1;0;2332
"10";1542,616;0;1;2415
"1132";1543,825;1;0;2499
"11";1545,191;0;1;2594
"1133";1546,933;1;0;2715
"12";1548,513;0;1;2825
"1134";1550,202;1;0;2942
"13";1551,974;0;1;3065
"1135";1553,497;1;0;3171
"14";1555,401;0;1;3303
"1136";1556,319;1;0;3367
"15";1556,984;0;1;3413
"1137";1558,657;1;0;3529
"16";1560,023;0;1;3624
"1138";1561,259;1;0;3710
"17";1562,513;0;1;3797
"1139";1563,692;1;0;3879
"18";1564,891;0;1;3962
"1140";1566,126;1;0;4048
"19";1568,013;0;1;4179
"1141";1570,399;1;0;4345
"20";1572,419;0;1;4485
"1142";1573,9;1;0;4588
"21";1575,654;0;1;4710
"1143";1576,866;1;0;4794
"22";1578,135;0;1;4882
"1144";1579,371;1;0;4968
"23";1580,494;0;1;5046
"1145";1582,265;1;0;5169
"24";1583,817;0;1;5277
"1146";1585,638;1;0;5403
"25";1587,465;0;1;5530
"1147";1588,57;1;0;5607
"26";1590,024;0;1;5708
"1148";1591,707;1;0;5825
"27";1593,568;0;1;5954
"1149";1594,776;1;0;6038
"28";1596,133;0;1;6132
"1150";1597,34;1;0;6216
"29";1598,175;0;1;6274
"1151";1599,685;1;0;6379
"30";1601,403;0;1;6498
"1152";1602,396;1;0;6567
"31";1603,665;0;1;6655
"1153";1605,017;1;0;6749
"32";1606,08;0;1;6823
"1154";1607,208;1;0;6901
"33";1608,434;0;1;6986
"1155";1609,703;1;0;7074
"34";1610,608;0;1;7137
"1156";1611,545;1;0;7202
"35";1612,912;0;1;7297
"1157";1613,822;1;0;7360
"36";1615,147;0;1;7452
"1158";1616,271;1;0;7530
"37";1617,363;0;1;7606
"1159";1618,528;1;0;7687
"38";1619,796;0;1;7775
"1160";1620,962;1;0;7856
"39";1622,232;0;1;7944
"1161";1623,556;1;0;8036
"40";1624,909;0;1;8130
"1162";1626,322;1;0;8228
"41";1627,737;0;1;8326
"1163";1628,878;1;0;8405
"42";1630,142;0;1;8493
"1164";1631,137;1;0;8562
"43";1632,149;0;1;8632
"1165";1633,24;1;0;8708
"44";1634,435;0;1;8791
"1166";1635,732;1;0;8881
"45";1636,856;0;1;8959
"1167";1638,083;1;0;9044
"46";1639,668;0;1;9154
"1168";1640,918;1;0;9241
"47";1642,041;0;1;9319
"1169";1643,298;1;0;9406
"48";1644,478;0;1;9488
"1170";1645,617;1;0;9567
