"";"Time";"exp";"insp";"idx"
"1";1054,621;0;1;42
"2";1054,871;1;0;47
"3";1055,071;0;1;51
"4";1055,371;1;0;57
"5";1056,171;0;1;73
"6";1056,521;1;0;80
"7";1056,821;0;1;86
"8";1057,071;1;0;91
"9";1057,371;0;1;97
"10";1057,671;1;0;103
"11";1058,821;0;1;126
"12";1059,121;1;0;132
"13";1059,421;0;1;138
"14";1060,021;1;0;150
"15";1061,721;0;1;184
"16";1062,371;1;0;197
"17";1063,421;0;1;218
"18";1064,171;1;0;233
"19";1064,521;0;1;240
"20";1064,821;1;0;246
"21";1065,171;0;1;253
"22";1065,321;1;0;256
"23";1066,721;0;1;284
"24";1067,771;1;0;305
"25";1069,321;0;1;336
"26";1069,621;1;0;342
"27";1069,921;0;1;348
"28";1070,221;1;0;354
"29";1071,471;0;1;379
"30";1071,771;1;0;385
"31";1072,071;0;1;391
"32";1072,921;1;0;408
"33";1073,821;0;1;426
"34";1074,821;1;0;446
"35";1076,521;0;1;480
"36";1076,671;1;0;483
"37";1077,821;0;1;506
"38";1078,371;1;0;517
"39";1079,571;0;1;541
"40";1080,471;1;0;559
"41";1082,071;0;1;591
"42";1082,421;1;0;598
"43";1082,771;0;1;605
"44";1083,121;1;0;612
"45";1083,921;0;1;628
"46";1084,621;1;0;642
"47";1086,221;0;1;674
"48";1086,921;1;0;688
"49";1088,371;0;1;717
"50";1089,171;1;0;733
"51";1090,071;0;1;751
"52";1090,271;1;0;755
"53";1090,521;0;1;760
"54";1091,371;1;0;777
"55";1092,821;0;1;806
"56";1093,771;1;0;825
"57";1095,171;0;1;853
"58";1095,971;1;0;869
"59";1097,621;0;1;902
"60";1098,421;1;0;918
"61";1099,671;0;1;943
"62";1100,421;1;0;958
"63";1103,021;0;1;1010
"64";1104,171;1;0;1033
"65";1105,371;0;1;1057
"66";1106,471;1;0;1079
"67";1107,871;0;1;1107
"68";1108,721;1;0;1124
"69";1110,021;0;1;1150
"70";1110,921;1;0;1168
"71";1112,221;0;1;1194
"72";1113,121;1;0;1212
"73";1114,421;0;1;1238
"74";1115,371;1;0;1257
"75";1116,721;0;1;1284
"76";1117,721;1;0;1304
"77";1119,221;0;1;1334
"78";1119,621;1;0;1342
"79";1120,971;0;1;1369
"80";1121,871;1;0;1387
"81";1123,271;0;1;1415
"82";1124,321;1;0;1436
"83";1125,671;0;1;1463
"84";1126,321;1;0;1476
"85";1127,721;0;1;1504
"86";1128,521;1;0;1520
"87";1129,971;0;1;1549
"88";1130,821;1;0;1566
"89";1132,371;0;1;1597
"90";1133,171;1;0;1613
"91";1134,721;0;1;1644
"92";1135,421;1;0;1658
"93";1136,871;0;1;1687
"94";1137,671;1;0;1703
"95";1139,071;0;1;1731
"96";1140,021;1;0;1750
"97";1141,571;0;1;1781
"98";1142,371;1;0;1797
"99";1143,771;0;1;1825
"100";1144,521;1;0;1840
"101";1145,821;0;1;1866
"102";1146,821;1;0;1886
"103";1148,221;0;1;1914
"104";1149,321;1;0;1936
"105";1150,671;0;1;1963
"106";1151,121;1;0;1972
"107";1152,421;0;1;1998
"108";1153,521;1;0;2020
"109";1155,071;0;1;2051
"110";1156,271;1;0;2075
