"";"Time";"exp";"insp";"idx"
"933";1728,682;1;0;24
"1";1729,89;0;1;108
"934";1731,2;1;0;199
"2";1732,31;0;1;276
"935";1733,493;1;0;310
"3";1734,951;0;1;356
"936";1735,872;1;0;420
"4";1737,657;0;1;544
"937";1739,643;1;0;682
"5";1741,058;0;1;780
"938";1742,108;1;0;853
"6";1743,758;0;1;968
"939";1745,098;1;0;1061
"7";1746,409;0;1;1152
"940";1747,68;1;0;1240
"8";1749,508;0;1;1367
"941";1751,281;1;0;1490
"9";1752,4;0;1;1568
"942";1753,608;1;0;1652
"10";1754,822;0;1;1736
"943";1755,845;1;0;1807
"11";1756,867;0;1;1878
"944";1757,903;1;0;1950
"12";1758,882;0;1;2018
"945";1761,279;1;0;2184
"13";1762,446;0;1;2265
"946";1763,383;1;0;2330
"14";1764,292;0;1;2393
"947";1765,411;1;0;2471
"15";1766,334;0;1;2535
"948";1766,899;1;0;2574
"16";1767,961;0;1;2648
"949";1769,087;1;0;2726
"17";1770,238;0;1;2806
"950";1771,333;1;0;2882
"18";1772,526;0;1;2965
"951";1773,878;1;0;3059
"19";1775,332;0;1;3160
"952";1776,788;1;0;3261
"20";1778,257;0;1;3363
"953";1779,264;1;0;3433
"21";1780,476;0;1;3517
"954";1781,726;1;0;3604
"22";1783,078;0;1;3698
"955";1784,376;1;0;3788
"23";1785,43;0;1;3861
"956";1786,823;1;0;3958
"24";1788,451;0;1;4071
"957";1789,76;1;0;4162
"25";1791,117;0;1;4256
"958";1792,427;1;0;4347
"26";1794,239;0;1;4473
"959";1795,953;1;0;4592
"27";1797,001;0;1;4665
"960";1797,913;1;0;4728
"28";1798,775;0;1;4788
"961";1799,898;1;0;4866
"29";1800,993;0;1;4942
"962";1802,13;1;0;5021
"30";1803,221;0;1;5097
"963";1804,289;1;0;5171
"31";1805,325;0;1;5243
"964";1806,364;1;0;5315
"32";1807,399;0;1;5387
"965";1808,565;1;0;5468
"33";1809,605;0;1;5540
"966";1810,695;1;0;5616
"34";1811,791;0;1;5692
"967";1812,93;1;0;5771
"35";1813,965;0;1;5843
"968";1814,958;1;0;5912
"36";1815,998;0;1;5984
"969";1817,033;1;0;6056
"37";1817,797;0;1;6109
"970";1818,791;1;0;6178
"38";1819,512;0;1;6228
"971";1820,449;1;0;6293
"39";1821,354;0;1;6356
"972";1822,263;1;0;6419
"40";1823,242;0;1;6487
"973";1824,193;1;0;6553
"41";1825,153;0;1;6620
"974";1826,207;1;0;6693
"42";1827,23;0;1;6764
"975";1828,139;1;0;6827
"43";1829,058;0;1;6891
"976";1829,982;1;0;6955
"44";1830,989;0;1;7025
"977";1832,057;1;0;7099
"45";1833,163;0;1;7176
"978";1834,274;1;0;7253
"46";1835,299;0;1;7324
"979";1836,376;1;0;7399
"47";1837,603;0;1;7484
"980";1838,998;1;0;7581
