"";"Time";"exp";"insp";"idx"
"1085";1635,117;1;0;55
"1";1637,727;0;1;236
"1086";1638,432;1;0;285
"2";1639,77;0;1;378
"1087";1641,799;1;0;519
"3";1643,815;0;1;659
"1088";1645,564;1;0;780
"4";1648,344;0;1;973
"1089";1649,579;1;0;1059
"5";1651,22;0;1;1173
"1090";1652,407;1;0;1255
"6";1653,587;0;1;1337
"1091";1654,982;1;0;1434
"7";1656,233;0;1;1521
"1092";1658,551;1;0;1682
"8";1661,425;0;1;1881
"1093";1662,517;1;0;1957
"9";1664,579;0;1;2100
"1094";1665,125;1;0;2138
"10";1666,18;0;1;2211
"1095";1667,763;1;0;2321
"11";1669,464;0;1;2439
"1096";1671,264;1;0;2564
"12";1673,656;0;1;2730
"1097";1676,781;1;0;2947
"13";1679,878;0;1;3162
"1098";1681,25;1;0;3257
"14";1682,677;0;1;3356
"1099";1685,941;1;0;3583
"15";1688,982;0;1;3794
"1100";1689,644;1;0;3840
"16";1690,712;0;1;3914
"1101";1691,789;1;0;3989
"17";1693,086;0;1;4079
"1102";1694,845;1;0;4201
"18";1696,921;0;1;4345
"1103";1698,704;1;0;4469
"19";1700,579;0;1;4599
"1104";1703,733;1;0;4818
"20";1707,319;0;1;5067
"1105";1708,859;1;0;5174
"21";1710,262;0;1;5271
"1106";1712,291;1;0;5412
"22";1714,209;0;1;5545
"1107";1716,37;1;0;5695
"23";1718,662;0;1;5854
"1108";1720,193;1;0;5960
"24";1721,388;0;1;6043
"1109";1725,018;1;0;6295
"25";1725,377;0;1;6320
"1110";1727,424;1;0;6462
"26";1728,549;0;1;6540
"1111";1729,702;1;0;6620
"1112";1730,961;1;0;6707
"27";1731,735;0;1;6761
"1113";1732,888;1;0;6841
"28";1734,2;0;1;6932
"1114";1735,236;1;0;7004
"29";1736,333;0;1;7080
"1115";1737,369;1;0;7152
"30";1739,791;0;1;7320
"1116";1741,235;1;0;7420
"31";1742,69;0;1;7521
"1117";1744,07;1;0;7617
"32";1745,389;0;1;7708
"1118";1746,547;1;0;7788
"33";1747,682;0;1;7867
"1119";1748,848;1;0;7948
"34";1750,206;0;1;8042
"1120";1751,431;1;0;8127
"35";1752,689;0;1;8214
"1121";1754,247;1;0;8322
"36";1755,643;0;1;8419
"1122";1757,086;1;0;8519
"37";1758,48;0;1;8616
"1123";1759,752;1;0;8702
"38";1760,903;0;1;8782
"1124";1762,084;1;0;8864
"39";1763,381;0;1;8954
"1125";1765,036;1;0;9069
"40";1766,622;0;1;9179
"1126";1768,237;1;0;9291
"41";1769,819;0;1;9401
"1127";1771,591;1;0;9524
"42";1773,077;0;1;9627
"1128";1774,549;1;0;9729
"43";1776,019;0;1;9831
"1129";1777,577;1;0;9939
"44";1779,001;0;1;10038
"1130";1780,545;1;0;10145
"45";1781,986;0;1;10245
"1131";1783,284;1;0;10335
"46";1784,535;0;1;10422
"1132";1785,86;1;0;10514
"47";1787,157;0;1;10604
"1133";1788,372;1;0;10688
"48";1789,553;0;1;10770
"1134";1790,79;1;0;10856
"49";1791,913;0;1;10934
"1135";1793,167;1;0;11021
"50";1794,48;0;1;11112
"1136";1795,535;1;0;11185
"51";1796,496;0;1;11252
"1137";1797,535;1;0;11324
"52";1798,454;0;1;11388
"1138";1799,218;1;0;11441
"53";1800,171;0;1;11507
"1139";1801,406;1;0;11593
"54";1802,241;0;1;11651
"1140";1803,035;1;0;11706
"55";1803,827;0;1;11761
"1141";1804,505;1;0;11808
"56";1805,285;0;1;11862
"1142";1806,133;1;0;11921
"57";1807,01;0;1;11982
"1143";1807,775;1;0;12035
"58";1809,576;0;1;12160
"1144";1810,632;1;0;12233
"59";1811,522;0;1;12295
"1145";1812,184;1;0;12341
"60";1813,018;0;1;12399
"1146";1813,736;1;0;12449
"61";1814,5;0;1;12502
"1147";1815,255;1;0;12554
"62";1815,935;0;1;12601
"1148";1816,853;1;0;12665
"63";1817,951;0;1;12741
"1149";1819,088;1;0;12820
"64";1819,88;0;1;12875
"1150";1821,265;1;0;12971
"65";1822,398;0;1;13050
"1151";1823,031;1;0;13094
"66";1823,796;0;1;13147
"1152";1824,616;1;0;13204
"67";1825,423;0;1;13260
"1153";1826,217;1;0;13315
"68";1826,98;0;1;13368
"1154";1827,815;1;0;13426
"69";1828,617;0;1;13482
"1155";1829,209;1;0;13523
"70";1829,885;0;1;13570
"1156";1830,775;1;0;13632
"71";1831,846;0;1;13706
"1157";1832,349;1;0;13741
"72";1832,871;0;1;13777
"1158";1833,818;1;0;13843
"73";1834,582;0;1;13896
"1159";1835,347;1;0;13949
"74";1836,135;0;1;14004
"1160";1836,986;1;0;14063
"75";1837,806;0;1;14120
"1161";1838,427;1;0;14163
"76";1839,239;0;1;14219
"1162";1840,619;1;0;14315
"77";1841,972;0;1;14409
"1163";1843,152;1;0;14491
"78";1844,276;0;1;14569
"1164";1844,738;1;0;14601
"79";1845,787;0;1;14674
"1165";1846,913;1;0;14752
"80";1847,721;0;1;14808
"1166";1848,701;1;0;14876
"81";1849,983;0;1;14965
"1167";1850,417;1;0;14995
