"";"Time";"exp";"insp";"idx"
"1105";1059,625;1;0;44
"1";1061,104;0;1;147
"1106";1062,395;1;0;237
"2";1062,899;0;1;272
"1107";1064,059;1;0;353
"3";1066,056;0;1;492
"1108";1067,594;1;0;599
"4";1069,673;0;1;744
"1109";1071,123;1;0;845
"5";1072,776;0;1;960
"1110";1074,468;1;0;1078
"6";1076,721;0;1;1235
"1111";1078,416;1;0;1353
"7";1080,371;0;1;1489
"1112";1082,063;1;0;1607
"8";1084,475;0;1;1775
"1113";1086,139;1;0;1891
"9";1087,075;0;1;1956
"1114";1089,084;1;0;2096
"10";1090,534;0;1;2197
"1115";1091,555;1;0;2268
"11";1092,959;0;1;2366
"1116";1094,098;1;0;2445
"12";1095,59;0;1;2549
"1117";1097,069;1;0;2652
"13";1098,574;0;1;2757
"1118";1100,141;1;0;2866
"14";1101,638;0;1;2970
"1119";1102,613;1;0;3038
"15";1103,918;0;1;3129
"1120";1105,382;1;0;3231
"16";1107,005;0;1;3344
"1121";1108,184;1;0;3426
"17";1109,751;0;1;3535
"1122";1111,113;1;0;3630
"18";1112,647;0;1;3737
"1123";1113,952;1;0;3828
"19";1115,147;0;1;3911
"1124";1116,418;1;0;3997
"20";1117,35;0;1;4062
"1125";1118,669;1;0;4154
"21";1119,531;0;1;4214
"1126";1121,011;1;0;4317
"22";1122,617;0;1;4429
"1127";1124,053;1;0;4529
"23";1125,777;0;1;4649
"1128";1127,153;1;0;4745
"24";1128,846;0;1;4863
"1129";1130,217;1;0;4958
"25";1132,256;0;1;5100
"1130";1133,375;1;0;5178
"26";1134,766;0;1;5275
"1131";1136,304;1;0;5382
"27";1137,897;0;1;5493
"1132";1139,374;1;0;5596
"28";1140,955;0;1;5706
"1133";1142,046;1;0;5782
"29";1143,339;0;1;5872
"1134";1144,192;1;0;5931
"30";1145,483;0;1;6021
"1135";1146,617;1;0;6100
"31";1147,75;0;1;6179
"1136";1149,084;1;0;6272
"32";1150,305;0;1;6357
"1137";1151,225;1;0;6421
"33";1152,829;0;1;6533
"1138";1153,853;1;0;6604
"34";1155,148;0;1;6694
"1139";1156,327;1;0;6776
"35";1157,474;0;1;6856
"1140";1158,349;1;0;6917
"36";1159,501;0;1;6997
"1141";1160,517;1;0;7068
"37";1161,724;0;1;7152
"1142";1162,67;1;0;7218
"38";1163,863;0;1;7301
"1143";1164,824;1;0;7368
"39";1165,991;0;1;7449
"1144";1167,185;1;0;7532
"40";1167,544;0;1;7557
"1145";1169,651;1;0;7704
"41";1170,514;0;1;7764
"1146";1171,246;1;0;7815
"42";1171,806;0;1;7854
"1147";1172,841;1;0;7926
"43";1173,573;0;1;7977
"1148";1173,829;1;0;7995
"44";1174,761;0;1;8060
"1149";1175,552;1;0;8115
"45";1176,498;0;1;8181
"1150";1177,272;1;0;8235
"46";1177,962;0;1;8283
"1151";1178,736;1;0;8337
"47";1179,254;0;1;8373
"1152";1180,001;1;0;8425
"48";1180,863;0;1;8485
"1153";1181,548;1;0;8533
"49";1182,368;0;1;8590
"1154";1183,054;1;0;8638
"50";1183,874;0;1;8695
"1155";1184,591;1;0;8745
"51";1185,277;0;1;8793
"1156";1186,237;1;0;8860
"52";1186,829;0;1;8901
"1157";1187,476;1;0;8946
"53";1188,492;0;1;9017
"1158";1189,024;1;0;9054
"54";1190,012;0;1;9123
"1159";1190,773;1;0;9176
"55";1191,29;0;1;9212
"1160";1192,063;1;0;9266
"56";1192,897;0;1;9324
"1161";1193,485;1;0;9365
"57";1194,307;0;1;9422
"1162";1195,124;1;0;9479
"58";1195,972;0;1;9538
"1163";1196,76;1;0;9593
"59";1197,347;0;1;9634
"1164";1197,98;1;0;9678
"60";1198,913;0;1;9743
"1165";1199,631;1;0;9793
"61";1200,363;0;1;9844
"1166";1201,054;1;0;9892
"62";1201,828;0;1;9946
"1167";1202,603;1;0;10000
"63";1203,465;0;1;10060
"1168";1204,109;1;0;10105
"64";1204,813;0;1;10154
"1169";1205,614;1;0;10210
"65";1206,393;0;1;10264
"1170";1206,995;1;0;10306
"66";1207,853;0;1;10366
"1171";1208,589;1;0;10417
"67";1209,367;0;1;10471
"1172";1210,271;1;0;10534
"68";1210,686;0;1;10563
"1173";1211,66;1;0;10631
"69";1212,407;0;1;10683
"1174";1212,966;1;0;10722
"70";1213,712;0;1;10774
"1175";1214,459;1;0;10826
"71";1215,261;0;1;10882
"1176";1215,883;1;0;10925
"72";1216,816;0;1;10990
"1177";1217,776;1;0;11057
"73";1218,294;0;1;11093
"1178";1218,895;1;0;11135
"74";1219,716;0;1;11192
"1179";1220,462;1;0;11244
"75";1221,236;0;1;11298
"1180";1221,893;1;0;11344
"76";1222,686;0;1;11399
"1181";1223,348;1;0;11445
"77";1224,006;0;1;11491
"1182";1224,925;1;0;11555
"78";1225,54;0;1;11598
"1183";1226,189;1;0;11643
"79";1227,006;0;1;11700
"1184";1227,737;1;0;11751
