"";"Time";"exp";"insp";"idx"
"1";1641,285;0;1;23
"1169";1642,348;1;0;97
"2";1643,574;0;1;182
"1170";1644,652;1;0;257
"3";1645,472;0;1;314
"1171";1646,598;1;0;392
"4";1647,993;0;1;489
"1172";1648,958;1;0;556
"5";1650,876;0;1;689
"1173";1652,489;1;0;801
"6";1653,76;0;1;889
"1174";1654,782;1;0;960
"7";1655,817;0;1;1032
"1175";1656,796;1;0;1100
"8";1657,976;0;1;1182
"1176";1658,858;1;0;1243
"9";1659,88;0;1;1314
"1177";1660,76;1;0;1375
"10";1661,857;0;1;1451
"1178";1662,851;1;0;1520
"11";1663,933;0;1;1595
"1179";1664,885;1;0;1661
"12";1665,935;0;1;1734
"1180";1666,971;1;0;1806
"13";1668,026;0;1;1879
"1181";1668,903;1;0;1940
"14";1669,621;0;1;1990
"1182";1670,647;1;0;2061
"15";1671,483;0;1;2119
"1183";1672,117;1;0;2163
"16";1672,98;0;1;2223
"1184";1674,305;1;0;2315
"17";1675,852;0;1;2422
"1185";1676,627;1;0;2476
"18";1677,536;0;1;2539
"1186";1678,442;1;0;2602
"19";1679,306;0;1;2662
"1187";1680,071;1;0;2715
"20";1681,093;0;1;2786
"1188";1682,032;1;0;2851
"21";1684,241;0;1;3004
"1189";1686,56;1;0;3165
"22";1687,824;0;1;3253
"1190";1688,976;1;0;3333
"23";1689,757;0;1;3387
"1191";1690,639;1;0;3448
"24";1691,494;0;1;3507
"1192";1692,172;1;0;3554
"25";1694,188;0;1;3694
"1193";1695,573;1;0;3790
"26";1696,596;0;1;3861
"1194";1697,639;1;0;3933
"27";1698,517;0;1;3994
"1195";1699,352;1;0;4052
"28";1700,257;0;1;4115
"1196";1701,266;1;0;4185
"29";1702,088;0;1;4242
"1197";1702,84;1;0;4294
"30";1704,226;0;1;4390
"1198";1705,86;1;0;4470
"31";1707,335;0;1;4515
"1199";1708,175;1;0;4544
"32";1710,834;0;1;4618
"1200";1711,265;1;0;4633
"33";1712,983;0;1;4706
"1201";1714,023;1;0;4778
"34";1714,927;0;1;4841
"1202";1715,809;1;0;4902
"35";1716,657;0;1;4961
"1203";1717,494;1;0;5019
"36";1718,226;0;1;5070
"1204";1719,108;1;0;5131
"37";1720,041;0;1;5196
"1205";1720,936;1;0;5258
"38";1721,798;0;1;5318
"1206";1722,536;1;0;5369
"39";1723,442;0;1;5432
"1207";1724,294;1;0;5491
"40";1725,157;0;1;5551
"1208";1725,95;1;0;5606
"41";1726,724;0;1;5660
"1209";1728,068;1;0;5753
"42";1728,6;0;1;5790
"43";1730,086;0;1;5893
"1210";1730,976;1;0;5955
"44";1731,396;0;1;5984
"1211";1732,086;1;0;6032
"45";1733,01;0;1;6096
"1212";1733,961;1;0;6162
"46";1734,955;0;1;6231
"1213";1735,715;1;0;6284
"47";1736,536;0;1;6341
"1214";1736,873;1;0;6364
"48";1737,661;0;1;6419
"1215";1738,848;1;0;6501
"49";1739,897;0;1;6574
"1216";1740,545;1;0;6619
"50";1741,407;0;1;6679
"1217";1741,911;1;0;6714
"51";1742,848;0;1;6779
"1218";1743,752;1;0;6842
