"";"Time";"exp";"insp";"idx"
"1156";1297,666;1;0;5
"1";1299,206;0;1;112
"1157";1300,372;1;0;193
"2";1302,163;0;1;317
"1158";1303,6;1;0;417
"3";1305,541;0;1;552
"1159";1306,886;1;0;645
"4";1308,169;0;1;734
"1160";1309,33;1;0;815
"5";1310,641;0;1;906
"1161";1312,077;1;0;1006
"6";1314,024;0;1;1141
"1162";1315,517;1;0;1245
"7";1317,071;0;1;1353
"1163";1318,34;1;0;1441
"8";1319,907;0;1;1550
"1164";1321,205;1;0;1640
"9";1322,744;0;1;1747
"1165";1324,111;1;0;1842
"10";1325,575;0;1;1944
"1166";1327,044;1;0;2046
"11";1327,507;0;1;2078
"1167";1328,518;1;0;2148
"12";1329,843;0;1;2240
"1168";1330,809;1;0;2307
"13";1331,817;0;1;2377
"1169";1332,81;1;0;2446
"14";1333,445;0;1;2490
"1170";1334,252;1;0;2546
"15";1335,374;0;1;2624
"1171";1336,223;1;0;2683
"16";1337,174;0;1;2749
"1172";1338,314;1;0;2828
"17";1339,12;0;1;2884
"1173";1339,984;1;0;2944
"18";1340,977;0;1;3013
"1174";1341,84;1;0;3073
"19";1342,824;0;1;3141
"1175";1343,775;1;0;3207
"20";1344,798;0;1;3278
"1176";1345,834;1;0;3350
"21";1346,912;0;1;3425
"1177";1347,981;1;0;3499
"22";1349,074;0;1;3575
"1178";1350,084;1;0;3645
"23";1351,135;0;1;3718
"1179";1352,319;1;0;3800
"24";1353,453;0;1;3879
"1180";1354,475;1;0;3950
"25";1355,529;0;1;4023
"1181";1356,597;1;0;4097
"26";1358,08;0;1;4200
"1182";1359,378;1;0;4290
"27";1360,387;0;1;4360
"1183";1361,32;1;0;4425
"28";1362,169;0;1;4484
"1184";1363,164;1;0;4553
"29";1364,289;0;1;4631
"1185";1365,414;1;0;4709
"30";1366,333;0;1;4773
"1186";1367,831;1;0;4877
"31";1369,212;0;1;4973
"1187";1370,194;1;0;5041
"32";1371,266;0;1;5115
"1188";1372,301;1;0;5187
"33";1373,336;0;1;5259
"1189";1374,606;1;0;5347
"34";1375,777;0;1;5426
"1190";1376,826;1;0;5499
"35";1377,907;0;1;5574
"1191";1379,507;1;0;5685
"36";1380,599;0;1;5761
"1192";1381,566;1;0;5828
"37";1382,401;0;1;5886
"1193";1383,465;1;0;5960
"38";1384,472;0;1;6030
"1194";1385,497;1;0;6101
"39";1386,421;0;1;6165
"1195";1387,471;1;0;6238
"40";1388,32;0;1;6297
"1196";1389,271;1;0;6363
"41";1390,191;0;1;6427
"1197";1390,928;1;0;6478
"42";1391,778;0;1;6537
"1198";1393,479;1;0;6655
"43";1395,44;0;1;6791
"1199";1396,415;1;0;6859
"44";1397,325;0;1;6922
"1200";1398,071;1;0;6974
"45";1398,967;0;1;7036
"1201";1399,713;1;0;7088
"46";1400,851;0;1;7167
"1202";1401,845;1;0;7236
"47";1402,723;0;1;7297
"1203";1403,573;1;0;7356
"48";1404,394;0;1;7413
"1204";1405,299;1;0;7476
"49";1406,325;0;1;7547
"1205";1407,363;1;0;7619
"50";1408,281;0;1;7683
"1206";1408,929;1;0;7728
"51";1409,852;0;1;7792
"1207";1410,859;1;0;7862
"52";1412,024;0;1;7943
"1208";1413,018;1;0;8012
"53";1414,085;0;1;8086
"1209";1415,307;1;0;8171
"54";1416,314;0;1;8241
"1210";1417,367;1;0;8314
"55";1418,487;0;1;8392
"1211";1419,466;1;0;8460
"56";1420,515;0;1;8533
"1212";1421,77;1;0;8620
"57";1422,88;0;1;8697
"1213";1424,001;1;0;8775
"58";1425,009;0;1;8845
"1214";1426,105;1;0;8921
"59";1427,271;0;1;9002
"1215";1428,425;1;0;9082
"60";1429,576;0;1;9162
"1216";1430,667;1;0;9238
"61";1431,777;0;1;9315
"1217";1432,769;1;0;9384
"62";1433,791;0;1;9455
"1218";1434,855;1;0;9529
"63";1435,864;0;1;9599
"1219";1436,96;1;0;9675
"64";1438,008;0;1;9748
"1220";1439,085;1;0;9823
"65";1440,251;0;1;9904
"1221";1441,402;1;0;9984
"66";1442,541;0;1;10063
"1222";1443,664;1;0;10141
"67";1444,774;0;1;10218
"1223";1445,969;1;0;10301
"68";1447,169;0;1;10384
"1224";1448,12;1;0;10450
"69";1449,127;0;1;10520
"1225";1450,198;1;0;10594
"70";1451,42;0;1;10679
"1226";1452,572;1;0;10759
"71";1453,681;0;1;10836
"1227";1454,875;1;0;10919
"72";1455,855;0;1;10987
"1228";1456,835;1;0;11055
"73";1457,976;0;1;11134
"1229";1459,058;1;0;11209
"74";1460,149;0;1;11285
"1230";1461,217;1;0;11359
"75";1462,267;0;1;11432
"1231";1463,279;1;0;11502
"76";1464,3;0;1;11573
"1232";1465,454;1;0;11653
"77";1466,593;0;1;11732
"1233";1467,717;1;0;11810
"78";1468,782;0;1;11884
"1234";1469,747;1;0;11951
"79";1470,829;0;1;12026
"1235";1471,942;1;0;12103
"80";1473,048;0;1;12180
"1236";1474,173;1;0;12258
"81";1475,269;0;1;12334
"1237";1476,435;1;0;12415
"82";1477,631;0;1;12498
"1238";1478,611;1;0;12566
"83";1479,607;0;1;12635
"1239";1480,876;1;0;12723
"84";1482,084;0;1;12807
"1240";1483,077;1;0;12876
"85";1483,987;0;1;12939
"1241";1485,008;1;0;13010
"86";1486,091;0;1;13085
"1242";1487,113;1;0;13156
"87";1488,5;0;1;13252
"1243";1489,779;1;0;13341
"88";1490,315;0;1;13378
"1244";1491,454;1;0;13457
"89";1492,719;0;1;13545
"1245";1493,735;1;0;13615
"90";1494,785;0;1;13688
"1246";1495,91;1;0;13766
"91";1497,034;0;1;13844
"1247";1498,044;1;0;13914
"92";1499,122;0;1;13989
"1248";1500,293;1;0;14070
"93";1501,421;0;1;14148
"1249";1502,484;1;0;14222
"94";1503,52;0;1;14294
"1250";1504,617;1;0;14370
"95";1505,798;0;1;14452
"1251";1506,852;1;0;14525
"96";1507,889;0;1;14597
"1252";1508,987;1;0;14673
"97";1510,093;0;1;14750
"1253";1511,307;1;0;14834
"98";1512,46;0;1;14914
"1254";1513,398;1;0;14979
"99";1514,519;0;1;15057
"1255";1515,575;1;0;15130
"100";1516,626;0;1;15203
"1256";1517,722;1;0;15279
"101";1518,852;0;1;15357
"1257";1520,109;1;0;15442
"102";1521,26;0;1;15522
"1258";1522,288;1;0;15593
"103";1523,366;0;1;15668
"1259";1524,49;1;0;15746
"104";1525,656;0;1;15827
"1260";1526,724;1;0;15901
"105";1527,703;0;1;15969
"1261";1528,828;1;0;16047
"106";1529,969;0;1;16126
"1262";1531,033;1;0;16200
"107";1532,116;0;1;16275
"1263";1533,11;1;0;16344
"108";1534,202;0;1;16420
"1264";1535,243;1;0;16492
"109";1536,367;0;1;16570
"1265";1537,476;1;0;16647
"110";1538,503;0;1;16718
"1266";1539,623;1;0;16796
"111";1540,763;0;1;16875
"1267";1541,887;1;0;16953
"112";1543,026;0;1;17032
"1268";1544,152;1;0;17110
"113";1545,264;0;1;17187
"1269";1546,36;1;0;17263
"114";1547,452;0;1;17339
"1270";1548,403;1;0;17405
"115";1549,486;0;1;17480
"1271";1550,682;1;0;17563
"116";1551,851;0;1;17644
"1272";1552,96;1;0;17721
"117";1553,981;0;1;17792
"1273";1555,049;1;0;17866
"118";1556,201;0;1;17946
"1274";1557,353;1;0;18026
"119";1558,477;0;1;18104
"1275";1559,512;1;0;18176
"120";1560,651;0;1;18255
"1276";1561,715;1;0;18329
"121";1562,782;0;1;18403
"1277";1563,832;1;0;18476
"122";1564,956;0;1;18554
"1278";1565,985;1;0;18625
"123";1567,076;0;1;18701
