,# heartbeat-timestamps[s],time,rr
1,1.825,4.681300948286652,1.8235869306972967
2,6.72,9.585948215189546,4.904647266902894
3,7.505,10.372495325407886,0.7865471102183399
4,8.39,11.259239519730473,0.8867441943225867
5,9.105,11.975648671075842,0.7164091513453688
6,10.41,13.283220618636264,1.3075719475604224
7,11.46,14.33529000173086,1.0520693830945955
8,12.245,15.121837111949198,0.7865471102183381
9,13.05,15.928423638988388,0.8065865270391903
10,13.85,16.730000311822366,0.8015766728339759
11,14.64,17.521557276245915,0.7915569644235525
12,15.45,18.333153657490318,0.8115963812444011
13,16.26,19.14475003873472,0.8115963812444029
14,17.065,19.951336565773907,0.8065865270391868
15,17.875,20.76293294701831,0.8115963812444029
16,18.72,21.609598307699198,0.8466653606808876
17,19.485,22.376106001096687,0.7665076933974895
18,20.27,23.162653111315027,0.7865471102183399
19,21.085,23.979259346764643,0.8166062354496155
20,21.885,24.78083601959862,0.8015766728339777
21,22.675,25.57239298402217,0.791556964423549
22,23.5,26.399018927882206,0.8266259438600372
23,24.31,27.21061530912661,0.8115963812444029
24,25.13,28.032231398781434,0.8216160896548246
25,25.96,28.863867196846687,0.8316357980652533
26,26.765,29.670453723885874,0.8065865270391868
27,27.58,30.48705995933549,0.8166062354496155
28,28.4,31.308676048990314,0.8216160896548246
29,29.205,32.1152625760295,0.8065865270391868
30,30.205,33.11723341707197,1.0019708410424712
31,30.845,33.75849475533916,0.641261338267185
32,31.64,34.55506157396792,0.7965668186287651
33,32.445,35.361648101007106,0.8065865270391868
34,33.235,36.153205065430654,0.791556964423549
35,34.8,37.72128943166213,1.5680843662314672
36,35.59,38.51284639608568,0.791556964423556
37,36.37,39.2943836520988,0.7815372560131237
38,37.175,40.10097017913799,0.8065865270391868
39,37.98,40.907556706177175,0.8065865270391868
40,38.745,41.674064399574675,0.766507693397493
41,39.545,42.47564107240865,0.8015766728339813
42,40.355,43.28723745365305,0.8115963812443994
43,41.145,44.07879441807661,0.7915569644235632
44,41.955,44.89039079932101,0.8115963812443923
45,42.755,45.691967472154985,0.8015766728339813
46,43.57,46.5085737076046,0.816606235449612
47,44.41,47.35022921408027,0.8416555064756679
48,45.23,48.1718453037351,0.8216160896548317
49,46.455,49.39925958401213,1.2274142802770243
50,47.275,50.22087567366695,0.8216160896548246
51,48.035,50.982373512859226,0.7614978391922804
52,50.23,53.181699508947446,2.19932599608822
53,51.155,54.108522536911735,0.9268230279642893
54,52.505,55.46118317231908,1.3526606354073394
55,53.38,56.337907658231245,0.8767244859121632
56,54.22,57.179563164706906,0.8416555064756679
57,54.975,57.93605114969398,0.7564879849870678
58,55.815,58.77770665616964,0.8416555064756679
59,56.685,59.649421287876606,0.8717146317069577
60,57.49,60.45600781491579,0.8065865270391868
61,58.275,61.24255492513413,0.7865471102183363
62,59.085,62.05415130637853,0.8115963812444065
63,62.025,64.9999455790434,2.9457942726648696
64,63.015,65.99189671167544,0.9919511326320389
65,64.61,67.59004020313819,1.5981434914627428
66,65.945,68.92767127592988,1.3376310727916945
67,68.435,71.42257867012565,2.4949073941957636
68,69.17,72.15902723829186,0.7364485681662103
69,70.245,73.23614589241252,1.0771186541206674
70,71.64,74.63389521566675,1.3977493232542315
71,72.41,75.40541276326947,0.7715175476027127
72,73.3,76.29716681179727,0.891754048527801
73,74.035,77.03361537996346,0.7364485681661961
74,74.86,77.86024132382352,0.8266259438600514
75,76.535,79.53854248256965,1.6783011587461374
76,78.21,81.21684364131578,1.6783011587461232
77,79.775,82.78492800754726,1.5680843662314885
78,81.395,84.40812077003605,1.6231927624887845
79,82.085,85.09948065035536,0.6913598803193111
80,82.885,85.90105732318935,0.8015766728339884
81,83.7,86.71766355863896,0.816606235449612
82,84.515,87.53426979408857,0.816606235449612
83,85.24,88.26069865384436,0.7264288597557851
84,86.775,89.79872389484456,1.5380252410001987
85,87.565,90.5902808592681,0.791556964423549
86,88.265,91.29166044799783,0.7013795887297221
87,90.525,93.55611454875383,2.264454100755998
88,91.315,94.34767151317737,0.791556964423549
89,93.085,96.12115990182254,1.7734883886451627
90,94.115,97.15318986809628,1.0320299662737398
91,96.08,99.12206257074475,1.9688727026484685
92,96.87,99.9136195351683,0.791556964423549
93,97.74,100.78533416687524,0.8717146317069506
94,98.48,101.52679258924668,0.7414584223714371
95,99.255,102.30331999105458,0.7765274018078969
96,100.295,103.34536966573877,1.0420496746841934
97,101.585,104.63791205068354,1.2925423849447668
98,102.55,105.60481391228953,0.9669018616059901
99,103.365,106.42142014773914,0.816606235449612
100,105.995,109.05660345968084,2.6351833119417023
101,107.185,110.24894876052139,1.1923453008405431
102,108.585,111.65170793798085,1.4027591774594583
103,110.675,113.74582699575961,2.0941190577787694
104,112.64,115.71469969840807,1.9688727026484543
105,113.585,116.6615621431932,0.9468624447851255
106,114.23,117.30783333566559,0.6462711924723976
107,115.785,118.86589799348663,1.5580646578210349
108,116.555,119.63741554108934,0.7715175476027127
109,117.305,120.3888936718712,0.7514781307818623
110,119.67,122.75855471093664,2.3696610390654342
111,120.745,123.83567336505729,1.0771186541206532
112,122.125,125.2183931256959,1.382719760638608
113,123.235,126.33058075925304,1.1121876335571415
114,123.89,126.98687166013586,0.6562909008828228
115,124.87,127.96880308435749,0.9819314242216279
116,126.19,129.29140459453353,1.3226015101760566
117,126.905,130.0078137458789,0.7164091513453741
118,127.78,130.88453823179108,0.8767244859121632
119,128.665,131.77128242611366,0.8867441943225742
120,129.585,132.69309559987275,0.9218131737590909
121,130.98,134.09084492312695,1.397749323254203
122,131.775,134.88741174175576,0.7965668186288042
123,134.025,137.1418461341013,2.2544343923455585
124,134.775,137.89332426488318,0.7514781307818623
125,135.52,138.6397925414598,0.7464682765766213
126,136.25,139.37123125542078,0.7314387139609835
127,137.37,140.49343859738838,1.122207341967595
128,138.875,142.00140471315729,1.5079661157689088
129,139.925,143.0534740962519,1.0520693830946186
130,140.695,143.8249916438546,0.7715175476026843
131,142.15,145.28285921757137,1.4578675737167828
