,# heartbeat-timestamps[s],time,rr
1,1.825,-1640.2865201438603,1.823466693587539
2,6.95,-1635.151758163291,5.134761980569307
3,7.67,-1634.4303867240696,0.7213714392214436
4,8.315,-1633.7841581431003,0.6462285809692103
5,9.06,-1633.0377390844615,0.746419058638855
6,10.985,-1631.1090723893208,1.9286666951406648
7,12.475,-1629.6162342720431,1.4928381172777119
8,13.24,-1628.8497771178704,0.7664571541727838
9,14.055,-1628.0332247248627,0.8165523930076066
10,15.64,-1626.445205653799,1.588019071063874
11,16.625,-1625.458329448753,0.986876205046002
12,18.865,-1623.2140627489528,2.2442666998000504
13,19.55,-1622.5277579769158,0.6863047720370687
14,20.21,-1621.866500824296,0.6612571526196547
15,21.495,-1620.5790531862413,1.287447638054939
16,22.185,-1619.8877388903206,0.6913142959205487
17,22.83,-1619.2415103093515,0.6462285809692112
18,23.525,-1618.5451864895474,0.6963238198040322
19,24.89,-1617.1775864693568,1.367600020190654
20,25.54,-1616.526348364504,0.6512381048526912
21,26.24,-1615.8250150208164,0.7013333436875158
22,26.915,-1615.1487292965464,0.6762857242701052
23,27.56,-1614.5025007155773,0.6462285809692077
24,28.35,-1613.710995941987,0.7915047735901979
25,29.095,-1612.9645768833482,0.7464190586388533
26,30.01,-1612.0478340126708,0.9167428706772576
27,31.68,-1610.374653035588,1.6731809770830672
28,32.91,-1609.142310160251,1.2323428753366308
29,35.86,-1606.1866910689967,2.9556190912545333
30,37.96,-1604.0826910379342,2.10400003106254
31,39.815,-1602.224157677162,1.858533360771915
32,41.3,-1600.736329083768,1.4878285933942266
33,42.665,-1599.3687290635773,1.3676000201906575
34,44.095,-1597.9360052329014,1.4327238306759185
35,45.735,-1596.2928813991193,1.6431238337821839
36,46.565,-1595.4613004344612,0.8315809646580519
37,47.485,-1594.5395480399004,0.921752394560734
38,49.785,-1592.2351670534986,2.3043809864018314
39,53.2,-1588.8136622410802,3.421504812418384
40,54.225,-1587.7867098449663,1.026952396113856
41,55.895,-1586.1135288678834,1.673180977083078
42,57.465,-1584.54053836847,1.5729904994134216
43,58.74,-1583.2631097781818,1.2774285902879825
44,60.29,-1581.7101573743023,1.5529524038794875
45,61.325,-1580.6731859304216,1.0369714438808302
46,61.98,-1580.0169383016853,0.6562476287361747
47,64.32,-1577.6724811242157,2.3444571774696854
48,65.445,-1576.5453382504322,1.1271428737835123
49,66.085,-1575.9041191933466,0.6412190570857206
50,66.745,-1575.2428620407268,0.6612571526196689
51,67.645,-1574.3411477417,0.901714299026807
52,68.795,-1573.188957248499,1.1521904932009193
53,70.815,-1571.1651095995721,2.023847648926818
54,71.485,-1570.4938333991856,0.6712762003866288
55,72.485,-1569.4919286224892,1.001904776696449
56,73.4,-1568.575185751812,0.916742870677254
57,74.095,-1567.8788619320078,0.6963238198040216
58,74.8,-1567.172519064437,0.70634286757101
59,75.455,-1566.5162714357007,0.6562476287361534
60,77.425,-1564.5425190256087,1.9737524100920183
61,78.125,-1563.8411856819212,0.7013333436875087
62,78.83,-1563.1348428143501,0.7063428675709957
63,79.72,-1562.2431475630904,0.891695251259847
64,81.05,-1560.910614210084,1.3325333530062693
65,83.645,-1558.3106713145569,2.599942895527292
66,85.08,-1556.8729379599974,1.4377333545594126
67,87.53,-1554.4182712570912,2.4546667029062945
68,88.775,-1553.170899810104,1.2473714469871027
69,90.43,-1551.5127474046715,1.6581524054326167
70,91.5,-1550.4407092936062,1.072038111065197
71,93.275,-1548.66232831497,1.7783809786361928
72,94.115,-1547.820728302545,0.8416000124250189
73,95.57,-1546.3629568524516,1.4577714500933325
74,97.29,-1544.6396806365337,1.723276215917906
75,99.32,-1542.60581393984,2.033866696693778
76,100.025,-1541.8994710722689,0.70634286757101
77,101.43,-1540.4917948610105,1.4076762112585044
78,102.85,-1539.0690900781015,1.4227047829089656
79,103.8,-1538.1172805402398,0.9518095378616209
80,105.555,-1536.3589376571376,1.758342883102273
81,106.2,-1535.7127090761683,0.6462285809692219
82,107.515,-1534.3952042948126,1.3175047813558223
83,108.19,-1533.7189185705424,0.6762857242700875
84,108.825,-1533.0827090373402,0.6362095332022619
