,# heartbeat-timestamps[s],time,rr
1,1.82,-249.40776605292433,1.81829374646694
2,5.11,-246.11179557034788,3.295970482576437
3,5.75,-245.4706341390868,0.6411614312610698
4,6.42,-244.79941826573537,0.6712158733514331
5,8.485,-242.73067083518208,2.0687474305532945
6,9.175,-242.03941866710375,0.691252168078341
7,9.91,-241.30308483588985,0.7363338312138854
8,10.635,-240.57676915203942,0.7263156838504301
9,11.315,-239.89553513132455,0.6812340207148857
10,11.97,-239.23934647901828,0.6561886523062537
11,12.67,-238.5380761635765,0.7012703154417945
12,13.355,-237.8518330691799,0.6862430943966125
13,14.065,-237.14054460637462,0.7112884628052498
14,16.505,-234.69611664969182,2.4444279566828246
15,17.495,-233.70432006070985,0.9917965889819733
16,19.32,-231.87600816687944,1.8283118938303922
17,20.17,-231.02446564098582,0.8515425258936133
18,22.175,-229.01582709461326,2.0086385463725662
19,23.365,-227.82366755836222,1.1921595362510473
20,24.635,-226.55136284320352,1.2723047151586933
21,25.92,-225.26403090699966,1.2873319362038664
22,27.185,-223.99673526552272,1.2672956414769523
23,27.825,-223.35557383426163,0.6411614312610716
24,28.46,-222.7194214766823,0.6361523575793413
25,29.78,-221.39702602470632,1.3223954519759573
26,30.425,-220.75085551976355,0.6461705049427984
27,31.15,-220.02453983591312,0.7263156838504301
28,31.85,-219.3232695204713,0.7012703154417963
29,32.53,-218.64203549975642,0.6812340207148893
30,33.17,-218.00087406849536,0.6411614312610681
31,34.555,-216.61336065865694,1.3875134098384123
32,35.235,-215.93212663794208,0.681234020714875
33,35.9,-215.26591983827234,0.666206799669709
34,36.58,-214.58468581755747,0.6812340207148893
35,37.9,-213.26229036558152,1.3223954519759573
36,38.575,-212.58606541854834,0.6762249470331625
37,39.225,-211.93488583992382,0.6511795786245216
38,39.95,-211.2085701560734,0.7263156838504301
39,40.655,-210.50229076694987,0.7062793891235231
40,41.395,-209.76094786205425,0.7413429048956175
41,42.105,-209.049659399249,0.7112884628052427
42,42.79,-208.3634163048524,0.686243094396616
43,43.525,-207.62708247363852,0.7363338312138765
44,44.215,-206.93583030556016,0.6912521680783499
45,44.885,-206.26461443220873,0.6712158733514286
46,45.55,-205.59840763253902,0.6662067996697019
47,46.22,-204.9271917591876,0.6712158733514357
48,46.855,-204.29103940160826,0.6361523575793413
49,47.535,-203.60980538089336,0.6812340207148893
50,48.25,-202.8935078444064,0.7162975364869766
51,49.61,-201.5310398029766,1.3624680414297785
52,51.59,-199.5474466250127,1.9835931779639324
