,# heartbeat-timestamps[s],time,rr
1,1.825,-679.4018609332726,1.82360397544849
2,8.18,-673.0342767222972,6.367584210975359
3,9.08,-672.1324945366359,0.901782185661343
4,10.26,-670.9501578932133,1.182336643422646
5,11.66,-669.5473856044067,1.4027722888065313
6,12.945,-668.2598410393235,1.287544565083138
7,13.62,-667.5835044000776,0.6763366392460064
8,14.625,-666.5765142927557,1.0069901073218315
9,15.39,-665.8099994349436,0.7665148578121403
10,16.19,-665.0084152699113,0.8015841650323026
11,17.655,-663.5405142676959,1.467901002215406
12,18.865,-662.3281182180846,1.2123960496113568
13,21.04,-660.1488112694029,2.1793069486815746
14,23.4,-657.7841379825577,2.364673286845292
15,24.075,-657.1078013433116,0.67633663924601
16,24.715,-656.4665340112858,0.6412673320258442
17,26.215,-654.9635637018503,1.5029703094355682
18,28.405,-652.7692270500743,2.194336651775931
19,29.125,-652.0478013015453,0.7214257485290716
20,30.525,-650.6450290127387,1.4027722888065313
21,31.465,-649.7031676188258,0.941861393912955
22,32.35,-648.8164151362588,0.8867524825669868
23,33.64,-647.5238606701441,1.2925544661145878
24,34.415,-646.7473260102691,0.7765346598750469
25,35.39,-645.770395309136,0.9769307011331207
26,36.37,-644.7884547069715,0.9819406021645705
27,37.29,-643.8666329171843,0.9218217897871455
28,39.24,-641.9127715149181,1.9538614022662486
29,40.355,-640.7955635849042,1.1172079300137625
30,41.08,-640.0691279353438,0.7264356495605213
31,41.99,-639.1573259476195,0.9118019877242602
32,43.655,-637.489028904146,1.6682970434734727
33,46.085,-635.0542170028604,2.4348119012856273
34,47.47,-633.6664744171483,1.387742585712168
35,49.625,-631.5072070725925,2.159267344555765
36,50.885,-630.2447120126666,1.2624950599258824
37,51.795,-629.3329100249423,0.911801987724246
38,52.575,-628.5513654640358,0.7815445609065037
39,53.525,-627.59948426806,0.9518811959758509
40,54.775,-626.347009010197,1.2524752578629688
41,55.555,-625.5654644492905,0.7815445609064966
42,56.745,-624.373108003805,1.192356445485558
43,58.545,-622.5695436324822,1.803564371322679
44,59.905,-621.2068505519273,1.3626930805549193
45,61.31,-619.7990683620894,1.407782189837988
46,62.415,-618.6918802341385,1.107188127950863
47,64.42,-616.6829099205263,2.008970313612217
48,66.0,-615.0997811945875,1.583128725938792
49,66.735,-614.3633257429641,0.7364554516234278
50,67.455,-613.641899994435,0.7214257485290716
51,68.54,-612.55475147061,1.0871485238250642
52,70.225,-610.8664148230107,1.6883366475992858
53,71.15,-609.9395831321921,0.9268316908186165
54,72.48,-608.6069494578259,1.3326336743661926
55,73.89,-607.1941573669565,1.4127920908694307
56,74.555,-606.5278405297734,0.6663168371831176
57,75.235,-605.8464939894959,0.6813465402774455
58,76.355,-604.7242761584506,1.1222178310452193
59,77.635,-603.4417414943989,1.2825346640516955
60,78.325,-602.7503751520586,0.6913663423403591
61,79.575,-601.4978998941956,1.252475257862983
62,80.33,-600.7414048384463,0.7564950557492267
63,81.095,-599.9748899806342,0.7665148578121403
64,82.53,-598.5370483846075,1.4378415960266864
65,83.165,-597.9007909536132,0.6362574309944051
66,83.985,-597.0791671844551,0.8216237691581085
67,86.235,-594.8247117203017,2.254455464153338
68,87.075,-593.9830483470178,0.8416633732839358
69,89.035,-592.0191671426886,1.9638812043291267
70,91.09,-589.9600978187619,2.0590693239267353
71,91.745,-589.3038007836417,0.656297035120204
72,92.66,-588.386988894886,0.9168118887557029
73,93.66,-587.3850086885956,1.0019802062903693
74,94.79,-586.2527710554875,1.132237633108133
75,96.535,-584.5043155955108,1.7484554599766966
76,97.2,-583.8379987583277,0.6663168371831176
77,98.15,-582.8861175623518,0.951881195975858
78,99.93,-581.1025927951549,1.7835247671968801
79,101.855,-579.173780898046,1.9288118971089716
80,103.17,-577.8561769267741,1.3176039712718506
81,104.63,-576.3932858255902,1.4628911011839563
82,106.445,-574.5746917511731,1.8185940744170352
83,107.2,-573.8181966954239,0.7564950557492409
84,108.745,-572.2701372767052,1.548059418718637
85,110.345,-570.6669689466406,1.603168330064591
86,111.595,-569.4144936887776,1.252475257862983
87,112.995,-568.0117213999712,1.4027722888065313
