,# heartbeat-timestamps[s],time,rr
1,1.83,4.832330858202007,1.8287004191182987
2,5.76,8.770299431974562,3.9379685737725554
3,6.91,9.92263120292582,1.1523317709512568
4,8.185,11.200216427241346,1.2775852243155255
5,9.435,12.452750960884014,1.2525345336426685
6,10.585,13.605082731835271,1.1523317709512568
7,11.765,14.787475331593953,1.182392599758682
8,12.915,15.939807102545206,1.1523317709512533
9,14.105,17.13221997857303,1.1924128760278236
10,15.29,18.31962271646628,1.187402737893251
11,16.47,19.50201531622496,1.1823925997586784
12,17.66,20.694428192252786,1.1924128760278272
13,18.81,21.84675996320404,1.1523317709512533
14,19.985,23.02414242482815,1.1773824616241093
15,21.235,24.276676958470823,1.2525345336426739
16,22.455,25.499150663306065,1.2224737048352416
17,23.67,26.716614230006744,1.2174635667006797
18,24.845,27.893996691630853,1.1773824616241093
19,26.06,29.111460258331526,1.2174635667006726
20,27.35,30.404075897050767,1.2926156387192407
21,28.605,31.66162056882801,1.257544671777243
22,29.45,32.508333913570446,0.8467133447424402
23,30.87,33.93121314378852,1.4228792302180722
24,33.39,36.45632276361214,2.525109619823624
25,34.12,37.18780293125946,0.7314801676473195
26,35.245,38.31508401153786,1.1272810802784008
27,36.35,39.422324539277994,1.1072405277401316
28,37.4,40.47445354753783,1.0521290082598327
29,38.425,41.50153186512482,1.0270783175869909
30,39.46,42.53863045898095,1.037098593856129
31,40.465,43.54566822402966,1.0070377650487146
32,41.47,44.55270598907836,1.0070377650487004
33,42.565,45.64992624054934,1.0972202514709792
34,43.745,46.83231884030803,1.1823925997586855
35,44.955,48.04477226887413,1.2124534285661
36,46.09,49.18207362542168,1.1373013565475532
37,47.235,50.329395258238364,1.1473216328166842
38,47.9,50.99574363013626,0.6663483718978966
39,49.54,52.63906893827544,1.6433253081391825
40,50.775,53.876573057514406,1.237504119238963
41,52.08,55.18421911063735,1.3076460531229444
42,53.32,56.42673336801088,1.2425142573735286
43,54.535,57.64419693471155,1.2174635667006726
44,55.79,58.90174160648879,1.2575446717772394
45,57.02,60.13423558759319,1.2324939811043976
46,58.24,61.356709292428434,1.2224737048352452
47,59.535,62.65433506928223,1.297625776853799
48,60.8,63.92190001732862,1.2675649480463846
49,62.095,65.21952579418243,1.2976257768538062
50,63.4,66.52717184730537,1.3076460531229444
51,64.595,67.72459486146778,1.1974230141624034
52,65.835,68.9671091188413,1.2425142573735144
53,67.14,70.27475517196424,1.3076460531229515
54,68.4,71.53730998187606,1.2625548099118191
55,69.76,72.90006755447929,1.362757572603229
56,71.1,74.24278457454423,1.3427170200649385
57,72.275,75.42016703616835,1.17738246162412
58,73.465,76.61257991219615,1.1924128760278023
59,74.705,77.8550941695697,1.2425142573735428
60,75.93,79.08257801253951,1.2274838429698178
61,77.235,80.39022406566247,1.3076460531229515
62,78.555,81.71290053318913,1.3226764675266622
63,79.695,82.85521202787122,1.1423114946820903
